ENSG00000127928,GNGT1,g protein signaling,aberrant activation,loss-of-function mutations,cell proliferation,therapeutic target,genetic alterations
ENSG00000198515,CNGA1,cancer-related signaling pathway modulation,cell proliferation regulation,mutation-driven oncogenesis,apoptosis resistance,genomic instability,sensor protein dysfunction
ENSG00000070729,CNGB1,calcium signaling pathway regulation,transcriptional regulation,epigenetic modification,cellular differentiation modulation,visual transduction dysfunction,chromatin remodeling
ENSG00000257365,FNTB,amplified gene,oncogenic function,fatty acid biosynthesis,cell membrane composition,tumor growth promotion,cancer progression marker
ENSG00000168522,FNTA,long-chain fatty acid biosynthesis,fatty acid elongase activity,cellular metabolism reprogramming,anabolic pathway enhancement,tumor growth promotion,therapeutic resistance association
ENSG00000113522,RAD50,genomic instability,dna repair pathway,homologous recombination,mrn complex component,double-strand break repair,oncogenic mutations
ENSG00000020922,MRE11,genomic instability,apoptosis evasion,dna damage response,tumor suppressor function,nhej pathway,mrn complex
ENSG00000182481,KPNA2,cell proliferation,transcriptional regulation,nuclear transport,oncogenic transformation,chemo-resistance,tumor suppressor inhibition
ENSG00000104320,NBN,genomic instability,mrn complex formation,dna repair mechanisms,tumor susceptibility,homologous recombination,chromosomal segregation
ENSG00000172977,KAT5,genomic instability,histone acetylation,chromatin remodeling,oncogene maintenance,cell cycle progression,dna repair mechanism
ENSG00000149311,ATM,dna damage response,genomic instability,tumor suppressor function,apoptosis regulation,cell cycle checkpoint activation,histone modification
ENSG00000009954,BAZ1B,chromatin remodeling,dna repair mechanism,genomic instability,epigenetic regulation,cell cycle control,transcriptional activation
ENSG00000153147,SMARCA5,chromatin remodeling,oncogenic transcriptional programs,genomic instability,cell growth regulation,transcriptional modulation,chromatin structure alteration
ENSG00000103275,UBE2I,genomic instability,oncogene,cell proliferation,ubiquitination,sumoylation,therapeutic target
ENSG00000116030,SUMO1,genomic instability,aberrant protein modification,cell cycle regulation,tumorigenesis,apoptosis inhibition,protein-protein interaction
ENSG00000169139,UBE2V2,protein degradation,ubiquitination pathway,oncometabolite regulation,tumor suppression,somatic mutations,ancillary ubiquitin ligase
ENSG00000177889,UBE2N,ubiquitin-conjugating enzyme,genetic instability,dna damage response,cell proliferation,protein stability regulation,oncogenic signaling pathways
ENSG00000138376,BARD1,double-strand break repair,genome stability maintenance,tumor suppressor function,brca1 interaction,e3 ubiquitin ligase activity,cell cycle regulation
ENSG00000012048,BRCA1,genomic instability,dna repair deficiency,tumor suppressor function,cell cycle regulation,apoptosis modulation,protein-protein interaction
ENSG00000188612,SUMO2,cellular modification,chromatin regulation,dna repair,apoptosis modulation,cancer driver mutation,tumor suppressor function
ENSG00000225589,MDC1,genomic instability,chromatin remodeling,dna repair,transcriptional regulation,atm kinase activation,cell cycle checkpoint
ENSG00000128731,HERC2,ubiquitin-protein ligase activity,tumor suppressor function,dna damage response regulation,genomic instability prevention,cell cycle regulation modulation,proteasomal degradation pathway regulation
ENSG00000164053,ATRIP,genomic instability,dna damage response,cell cycle checkpoint,homologous recombination repair,atr/atrip complex regulation,oncogenic pathway activation
ENSG00000175054,ATR,dna damage checkpoint,genomic instability,checkpoint activation,replicative stress sensor,therapeutic target,genome integrity maintenance
ENSG00000111602,TIMELESS,cell cycle regulation,chromatin remodeling,dna replication,genomic instability,oncogenesis,proliferation 
ENSG00000075131,TIPIN,genomic instability,cell cycle regulation,oncogenesis,cell proliferation,dna repair pathway,g2/m checkpoint modulation
ENSG00000163605,PPP4R2,histone h2a dephosphorylation,chromatin remodeling,aberrant gene transcription,apoptosis suppression,tumor suppressor function,loss-of-function mutations
ENSG00000149923,PPP4C,pi3k/akt pathway interaction,dephosphorylation regulation,cancer biomarker potential,oncogene role,cell cycle progression regulation,dna repair dysregulation
ENSG00000108384,RAD51C,genomic instability,homologous recombination repair,dna double-strand breaks,cell cycle regulation,apoptosis regulation,tumor suppressor
ENSG00000126215,XRCC3,genomic instability,homologous recombination,dna repair mechanism,mutations leading to tumorigenesis,proliferation and survival pathways,cancer driver gene
ENSG00000197774,EME2,chromatin remodeling,nuclear envelope regulation,transcriptional modulation,oncogenic processes,protein-protein interactions,tumor suppressor pathways
ENSG00000172732,MUS81,genomic instability,dna damage response,chromosomal alteration,telomere maintenance,homologous recombination,structure-selective endonuclease
ENSG00000154920,EME1,genomic instability,dna replication,dna repair mechanism,genome maintenance,tumorigenesis,oncogenic process
ENSG00000139618,BRCA2,genomic instability,tumor suppressor function,loss of function mutations,dna repair pathway activation,chromosomal instability,tumor initiation
ENSG00000051180,RAD51,genomic instability,tumor suppressor function,dna repair mechanism,oncogenesis,prognostic marker,tumor progression
ENSG00000175595,ERCC4,genomic instability,regulation of cell cycle,dna repair pathway,nucleotide excision repair,tumor suppressor function,cell cycle maintenance
ENSG00000012061,ERCC1,genomic instability,dna damage response,impaired repair mechanisms,therapeutic target,biomarker for treatment response,cancer predisposition
ENSG00000073050,XRCC1,dna damage response,genetic instability,oncogenic potential,tumor suppressor function,ber pathway interaction,cell survival enhancement
ENSG00000005156,LIG3,genomic instability,dna repair,tumor suppressor inhibition,apoptosis regulation,cell cycle progression,base excision repair pathway
ENSG00000196419,XRCC6,dna repair,genomic instability,telomere maintenance,cancer driver,apoptosis regulation,dna damage response
ENSG00000079246,XRCC5,genomic instability,dna repair deficiency,tumor suppressor function,nhej pathway dysfunction,cancer susceptibility gene,protein-protein interaction
ENSG00000152422,XRCC4,dna double-strand breaks,genomic instability,ionizing radiation sensitivity,malignant transformation,tumorigenesis promoter,dna repair pathway interaction
ENSG00000174405,LIG4,genomic instability,dna repair pathway,tumor suppressor activity,nhej-mediated dna repair,double-strand break repair,cancer predisposition
ENSG00000049860,HEXB,lipid degradation,cellular membrane integrity,glycosphingolipid metabolism,metabolic regulation,genetic deficiency disorder,rare genetic disorder
ENSG00000213614,HEXA,lysosomal function,gm2 ganglioside accumulation,neurodegeneration,lysosomal storage disorder,lysosomal enzyme deficiency,cellular toxicity
ENSG00000151348,EXT2,heparan sulfate modification,tumor microenvironment modulation,angiogenesis promotion,metastasis facilitation,glycosyltransferase complex component,cell-cell adhesion regulation
ENSG00000182197,EXT1,tumor suppressor,genome instability,cell adhesion disruption,dna damage response,proliferation regulation,glycosylation pathway alteration
ENSG00000115904,SOS1,ras activation,constitutive signaling,gain of function mutations,tumor progression,immune evasion,signaling cascade
ENSG00000170312,CDK1,mitotic kinase,cell cycle regulation,apoptosis suppression,genomic instability,oncogenic driver,therapeutic target
ENSG00000134057,CCNB1,cell cycle regulation,aneuploidy induction,oncogene overexpression,cyclin b1 protein accumulation,genomic instability,protein interaction networks
ENSG00000165494,PCF11,genomic instability,tumor suppressor function,transcriptional regulation,chromatin remodeling,oncogenic interaction,dna repair process
ENSG00000172409,CLP1,clp1 mrna binding,cellular transcription regulation,tumor-suppressive functions,translational control,oncogenic processes,genomic instability
ENSG00000187079,TEAD1,tea domain transcription factor,transcriptional regulation,cell proliferation,oncogenic processes,epithelial-to-mesenchymal transition,tumor progression
ENSG00000137693,YAP1,tead interaction,transcriptional coactivator,hippo signaling pathway,constitutive activation,tumor progression,oncogenic driver
ENSG00000074219,TEAD2,tea/atts family transcription factor,tumor suppressor activity loss,oncogenic transformation driver,cell growth regulation dysregulation,hippo-yap pathway interaction,transcriptional activator/repressor function
ENSG00000007866,TEAD3,hippo signaling pathway,transcriptional regulation,cellular proliferation,tumorigenesis promotion,overexpression in tumors,chromatin remodeling
ENSG00000197905,TEAD4,epithelial-to-mesenchymal transition (emt),oncogene,transcription factor,cell proliferation,hippo pathway interaction,tumor progression
ENSG00000132964,CDK8,mediator complex regulation,e3 ubiquitin ligase activity,transcriptional modulation,oncogenic transformation,therapeutic target,genetic signature
ENSG00000112237,CCNC,cak complex,constitutive activation,cell cycle regulation,tumor suppressor dysfunction,cyclin-dependent kinase phosphorylation,g1/s transition
ENSG00000101665,SMAD7,tumor suppressor function,constitutive tgf-β activation,cellular growth inhibition,oncogenic pathway regulation,protein-protein interaction,genomic loss or downregulation
ENSG00000157450,RNF111,protein degradation,tumor suppressor regulation,oncogenic pathway interaction,cell cycle progression,apoptosis regulation,genomic instability
ENSG00000284792,PTEN,pi3k/akt signaling pathway regulation,tumor suppressor function,loss-of-function mutations,cell cycle regulation,apoptosis induction,dna repair interaction
ENSG00000141510,TP53,tumor suppressor function,genomic instability,loss of function mutation,cell cycle arrest,apoptosis induction,dna repair regulation
ENSG00000165699,TSC1,mtor pathway regulation,tumor suppressor function,loss of function mutations,cell growth promotion,autophagy inhibition,genomic instability
ENSG00000103197,TSC2,tumor suppressor function,mtor pathway regulation,oncogenesis,cell proliferation inhibition,gain of function mutations,therapeutic target
ENSG00000284194,SCO2,mitochondrial dysfunction,energy metabolism reprogramming,cell growth promotion,dna damage induction,oncogenic pathway activation,electron transport chain disruption
ENSG00000048392,RRM2B,dna replication,cell proliferation,potentiation of ribonucleotide reductase activity,oncogene function,increased genomic instability,therapeutic target
ENSG00000135423,GLS2,glutaminase activity,metabolic reprogramming,warburg effect,dna damage repair,cell proliferation enhancement,cancer prognosis indicator
ENSG00000146674,IGFBP3,igf regulation,tumor suppression,angiogenesis inhibition,cell proliferation inhibition,gene expression regulation,blood vessel formation
ENSG00000141682,PMAIP1,pro-apoptotic function,cellular stress response,mitochondrial regulation,apoptosis modulation,tumorigenesis association,stress pathway interaction
ENSG00000015475,BID,apoptosis regulation,pro-apoptotic function,extrinsic pathway involvement,mitochondrial outer membrane permeabilization,tumor growth promotion,cancer cell survival enhancement
ENSG00000120471,TP53AIP1,regulation of p53 pathway,loss of tumor suppressor function,impaired apoptosis,cell cycle dysregulation,genomic instability,therapeutic target
ENSG00000197050,ZNF420,zinc finger transcription factor,regulation of cell proliferation,dna sequence binding,cell survival modulation,oncogenesis involvement,genomic regulation
ENSG00000115107,STEAP3,proton-atpase activation,tumor progression,cell migration and invasion,oncogene potential,therapeutic target,ph regulation
ENSG00000104765,BNIP3L,apoptosis regulation,mitochondrial dynamics,tumor suppression,cell growth inhibition,metabolic regulation,hypoxia response
ENSG00000170855,TRIAP1,genomic stability maintenance,tumor suppressor function,dna replication regulation,chromosomal instability,oncogenic driver mutation,genome integrity maintenance
ENSG00000042286,AIFM2,genomic instability,apoptosis regulation,autophagy modulation,mitochondrial dysfunction,oncogene function,tumor progression driver
ENSG00000164938,TP53INP1,tumor suppressor,dna damage response,cell cycle regulation,genomic stability,apoptosis induction,cancer predisposition
ENSG00000120868,APAF1,apoptosis induction,mitochondrial regulation,programmed cell death pathway,tumor growth promotion,therapeutic target potential,caspase activation
ENSG00000177595,PIDD1,apoptosis induction,tumor suppression,dna damage response,cell cycle regulation,genomic stability maintenance,pro-apoptotic function
ENSG00000169372,CRADD,apoptosis regulation,dna damage response,caspase activation,cell death signaling,tumor suppression,genetic instability
ENSG00000091106,NLRC4,immune recognition,cytokine regulation,tumor immunity,inflammasome activation,anti-tumor response,pro-inflammatory signaling
ENSG00000138794,CASP6,apoptosis regulation,tumor suppressor function,cancer mutations,cell death dysregulation,protease activity,programmed cell death
ENSG00000003400,CASP10,apoptosis regulator,cell death induction,extrinsic pathway activation,cancer association,therapeutic target,protein-protein interactions
ENSG00000104419,NDRG1,tumor suppressor function,dna binding and phosphatase activity,pi3k/akt pathway inhibition,cancer development suppression,transcriptional regulation by p53/e2f-1,dysregulated expression in cancer
ENSG00000281449,BCL2L14,apoptosis inhibition,anti-apoptotic function,cell cycle regulation,tumorigenesis,therapeutic target,cellular interaction
ENSG00000089685,BIRC5,apoptosis inhibition,cell proliferation promotion,mitotic progression regulation,chemotherapy resistance,tumor suppressor interaction,microtubule stabilization
ENSG00000113916,BCL6,oncogenic transformation,transcriptional repression,cell growth regulation,chromatin modification,germinal center formation,apoptosis inhibition
ENSG00000161642,ZNF385A,tumor suppressor function,transcriptional regulation,cell growth regulation,apoptosis induction,genomic stability maintenance,epigenetic regulation
ENSG00000116017,ARID3A,chromatin remodeling,transcriptional regulation,oncogenic mutations,cell cycle progression,apoptosis suppression,genomic instability
ENSG00000165891,E2F7,tumor suppressor function,cell cycle regulation,gene repression,chromatin modification,histone methylation,cancer development
ENSG00000129173,E2F8,tumor suppressor,genomic stability,cell cycle regulation,apoptosis promotion,oncogene repression,cellular quiescence
ENSG00000116717,GADD45A,dna damage response,cellular stress,cell cycle regulation,p53 pathway interaction,tumor suppressor function,apoptosis induction
ENSG00000087586,AURKA,cell cycle progression,gene amplification,kinase activation,mitotic checkpoint,oncogene overexpression,tumor suppressor inactivation
ENSG00000132646,PCNA,cell cycle regulation,genomic integrity maintenance,tumor growth promotion,genomic instability driver,cell proliferation enhancement,prognostic marker
ENSG00000087088,BAX,apoptosis regulation,mitochondrial outer membrane permeabilization,pro-apoptotic function,tumor suppressor activity,cancer association,cell death promotion
ENSG00000175793,SFN,apoptosis regulation,cell cycle progression,oncogenic pathway inhibition,tumor suppression,protein-protein interaction,dna damage response
ENSG00000145632,PLK2,cell proliferation,mitotic entry,centrosome maturation,apoptosis resistance,oncogenic transformation,cancer prognosis
ENSG00000173846,PLK3,cell cycle regulation,mitosis initiation,apoptosis resistance,overexpression associations,tumor progression,therapeutic target
ENSG00000102760,RGCC,ribosome biogenesis,regulator complex component,cellular growth regulation,cancer driver mutation,proliferation promotion,survival pathway enhancement
ENSG00000118495,PLAGL1,cell cycle regulation,apoptosis induction,dna repair,tumor suppression,cancer cell proliferation inhibition,zinc finger domain interaction
ENSG00000115966,ATF2,apoptosis regulation,chromatin remodeling,dna damage response,oncogene activation,transcriptional regulation,tumor progression
ENSG00000177606,JUN,ap-1 complex activation,constitutive activation,cell proliferation enhancement,transcriptional regulation,cell survival promotion,oncogenic transformation
ENSG00000170345,FOS,cellular proliferation,transcriptional regulation,oncogenic transformation,cell cycle progression,apoptosis inhibition,tumor initiation
ENSG00000122512,PMS2,genetic instability,dna mismatch repair,oncosuppressor function,cancer predisposition,tumor suppressor pathway,mutational hotspot
ENSG00000076242,MLH1,dna damage response,tumor suppressor,microsatellite instability,genomic stability maintenance,dna mismatch repair,loss-of-function mutations
ENSG00000158169,FANCC,genomic instability,dna repair mechanism,interstrand crosslink repair,oncogene regulation,tumor suppressor function,cancer predisposition
ENSG00000134574,DDB2,nucleotide excision repair pathway,genomic instability,dna damage response,mutations in cancer,tumor suppressor function,impaired dna repair
ENSG00000057657,PRDM1,immune evasion,tumor suppressor function,epigenetic regulation,e3 ubiquitin ligase activity,cellular differentiation,protein degradation
ENSG00000135679,MDM2,oncoprotein activity,p53 degradation,tumor suppressor inhibition,cell cycle regulation disruption,metastasis promotion,therapeutic resistance
ENSG00000198625,MDM4,p53 inhibition,cell cycle regulation,tumor suppressor evasion,dna damage response modulation,protein degradation regulation,anti-apoptotic function
ENSG00000113328,CCNG1,pp2a inhibition,oncogenic signaling,cell proliferation,apoptosis suppression,tumor resistance,genomic instability
ENSG00000064393,HIPK2,cell cycle regulation,apoptosis induction,tumor suppressor function,p53 interaction,dna repair modulation,genomic instability prevention
ENSG00000127445,PIN1,protein isomerization,oncogenesis,tumor growth,cell cycle regulation,protein kinase activation,phosphorylation-dependent recognition
ENSG00000163349,HIPK1,tumor suppressor,dna damage response,apoptosis induction,cell cycle regulation,protein-protein interaction,post-translational modification
ENSG00000149136,SSRP1,chromatin remodeling,histone acetylation inhibition,gene regulation at transcriptional level,transcriptional control complex,rna polymerase ii regulation,cellular regulatory mechanism
ENSG00000092201,SUPT16H,chromatin remodeling,genomic instability,tumor suppression,cell cycle progression,dna repair mechanisms,transcriptional regulation
ENSG00000101266,CSNK2A1,oncogenic signaling pathway,microrna regulation,cell cycle regulation,protein kinase activation,tumor progression,pan-cancer target
ENSG00000070770,CSNK2A2,cellular regulation,phosphorylation events,transcriptional modulation,cancer development,cell proliferation,survival pathway
ENSG00000088325,TPX2,cell cycle regulation,genomic instability,microtubule polymerization,mitotic progression,oncogenic protein,spindle formation
ENSG00000188976,NOC2L,wnt/pcp pathway regulation,golgi apparatus localization,metastasis promotion,oncogenic mutations,tumor progression,cell adhesion modulation
ENSG00000176749,CDK5R1,cell proliferation,oncogene activation,regulatory subunit,tumor metastasis,cell survival,apoptosis inhibition
ENSG00000164885,CDK5,neuronal development,constitutive activation,oncogenic processes,cell proliferation,therapeutic target,apoptosis regulation
ENSG00000152192,POU4F1,chromatin remodeling,cell proliferation regulation,transcription factor function,pou domain binding,neuronal cell differentiation,genetic instability
ENSG00000151615,POU4F2,loss-of-function mutations,cell cycle regulation,transcription factor function,neural development,tumor suppressor potential,genomic instability
ENSG00000172530,BANP,tumor suppressor function,genomic stability maintenance,apoptosis induction,cell cycle regulation,dna damage response,chromosomal instability prevention
ENSG00000025293,PHF20,histone modification regulation,chromatin remodeling,genomic instability,oncogenic potential,protein-protein interactions,dna damage response
ENSG00000185513,L3MBTL1,histone regulation,genome stability maintenance,tumor suppressor function,chromatin modification defects,cell cycle progression deregulation,epigenetic silencing prevention
ENSG00000238134,EHMT2,lysine-specific methylation,chromatin remodeling,genome stability regulation,cellular differentiation suppression,histone modification enzyme activity,epigenetic regulator function
ENSG00000181090,EHMT1,histone methylation,epigenetic regulation,tumor progression,cancer stem cell maintenance,genome stability maintenance,therapeutic target
ENSG00000137203,TFAP2A,tfap2a-mediated gene expression regulation,cell cycle progression,tumor-promoting activity,pioneer factor function,transcriptional dysregulation,genomic instability
ENSG00000124795,DEK,genomic instability,transcriptional regulation,cell proliferation enhancement,tumor promotion,apoptosis resistance,poor prognosis
ENSG00000087510,TFAP2C,cellular differentiation,transcriptional regulation,epithelial-to-mesenchymal transition,oncogene regulation,tumor progression,chromatin remodeling
ENSG00000186153,WWOX,tumor suppressor,cell growth regulation,apoptosis induction,p53 pathway interaction,nf-κb pathway regulation,metabolic regulation
ENSG00000008196,TFAP2B,dna binding,oncogenic properties,transcriptional regulation,cell growth,interaction with co-factors,cellular processes modulation
ENSG00000127337,YEATS4,epigenetic regulation,chromatin remodeling,transcriptional modulation,oncogenic potential,histone mark recognition,gene expression regulation
ENSG00000091831,ESR1,estrogen signaling pathway,constitutive activation,oncogenesis,cell proliferation,tumor progression,therapeutic target
ENSG00000156802,ATAD2,chromatin remodeling,autophagy regulation,apoptosis suppression,cell proliferation,transcriptional activation,histone modification
ENSG00000112715,VEGFA,angiogenic factor,constitutive activation,gain of function mutations,tumor progression,therapeutic target,angiogenesis regulation
ENSG00000163235,TGFA,cell proliferation,angiogenesis promotion,metastasis facilitation,tumor progression,signaling pathway modulation,oncogenic protein interaction
ENSG00000124762,CDKN1A,cell cycle regulation,tumor suppressor function,dna damage response,cell proliferation inhibition,senescence induction,apoptosis promotion
ENSG00000159216,RUNX1,hematopoiesis regulation,tumor suppressor function,loss-of-function mutation,apoptosis regulation,dna binding activity,transcriptional modulation
ENSG00000078900,TP73,apoptosis regulation,gene regulation,tumor suppressor function,cell cycle progression,cancer predisposition,dna damage response
ENSG00000179588,ZFPM1,cell growth regulation,transcriptional regulation,dm domain family,cell proliferation,apoptosis evasion,oncogenesis
ENSG00000102145,GATA1,leukemogenesis,tumor suppressor function,transcriptional regulation,cell cycle progression,apoptosis modulation,gene expression control
ENSG00000143387,CTSK,lysosomal degradation,oncogenic signaling,epithelial-to-mesenchymal transition,tumor aggressiveness,cell invasion,metastatic progression
ENSG00000197641,SERPINB13,protease regulation,tumor suppression,gene expression modulation,prognostic marker,cell invasion inhibition,metastasis modulation
ENSG00000110092,CCND1,cell cycle regulation,oncogenic transformation,tumor progression,cancer therapy target,genomic amplification,protein-protein interactions
ENSG00000135446,CDK4,cell cycle progression,oncogene activation,phosphorylation regulation,tumor suppressor evasion,cyclin binding protein,apoptosis suppression
ENSG00000173153,ESRRA,overexpression,constitutive activation,therapeutic target,transcriptional regulation,oncogenesis,cell proliferation
ENSG00000109819,PPARGC1A,cellular metabolism,tumor progression,hypoxia response,transcriptional regulation,mitochondrial biogenesis,therapeutic target
ENSG00000122691,TWIST1,oncogenic driver,tumor suppressor inhibition,epithelial-to-mesenchymal transition,cell proliferation regulation,transcription factor activation,metastasis promotion
ENSG00000124813,RUNX2,transcription factor regulation,constitutive activation,gain of function mutations,cell cycle modulation,tumor progression,epithelial-to-mesenchymal transition
ENSG00000109705,NKX3-2,transcription factor,tumor suppressor,cell growth inhibition,downstream target regulation,epigenetic silencing,loss-of-function mutation
ENSG00000120149,MSX2,transcriptional regulation,tumor suppressor suppression,cell proliferation promotion,oncogenic pathway activation,cell growth enhancement,apoptosis inhibition
ENSG00000141646,SMAD4,tumor suppressor function,loss-of-function mutations,tgf-β signaling pathway,regulation of cell growth,apoptosis regulation,cell differentiation regulation
ENSG00000170365,SMAD1,tgf-β/bmp signaling,epithelial-to-mesenchymal transition (emt),aberrant gene expression,cell migration and invasion,cancer stem cell maintenance,wnt/β-catenin pathway modulation
ENSG00000020633,RUNX3,tumor suppressor function,gene expression regulation,cell cycle control,loss-of-function mutations,transcriptional repression,apoptosis modulation
ENSG00000166949,SMAD3,transcriptional regulation,constitutive activation,tumor progression,oncogenic processes,cell proliferation,signaling pathway
ENSG00000198176,TFDP1,cell cycle regulation,dysregulated transcription factors,oncogenic potential,e2f interactions,tumor suppressor function loss,gene expression modulation
ENSG00000169016,E2F6,tumor suppression,g1/s phase transition regulation,cell cycle control,apoptosis promotion,transcriptional regulation,dna repair inhibition
ENSG00000114126,TFDP2,cell cycle regulation,genomic instability,oncogenesis,protein-protein interactions,transcriptional regulation,tumor suppressor dysfunction
ENSG00000174197,MGA,transcriptional regulation,cell growth regulation,tumor progression,oncogenic potential,genomic amplification,apoptosis inhibition
ENSG00000125952,MAX,transcription factor regulation,cell cycle progression,apoptosis modulation,oncogene or tumor suppressor,tumorigenesis association,cellular proliferation
ENSG00000213246,SUPT4H1,chromatin remodeling,constitutive activation,gain of function mutations,oncogene amplification,transcriptional regulation,therapeutic target
ENSG00000196235,SUPT5H,oncogene,increased cell proliferation,rna metabolism regulation,alternative splicing regulation,cancer biomarker,prognostic indicator
ENSG00000103363,ELOB,apoptosis regulation,tnf receptor interaction,nf-κb activation,cell cycle progression,inflammatory response modulation,signaling pathway dysregulation
ENSG00000154582,ELOC,protein degradation,cell cycle regulation,apoptosis modulation,tumor suppressor function,oncogenic process promotion,cellular quality control
ENSG00000125651,GTF2F1,transcriptional regulation,oncogenic function,cell proliferation,gene expression enhancement,stress response adaptation,prognostic marker
ENSG00000188342,GTF2F2,transcriptional regulation,oncogenic process,cancer initiation,tumor cell proliferation,dna methylation,histone acetylation
ENSG00000114503,NCBP2,mrna export,oncogene expression,cell proliferation,apoptosis regulation,nuclear-cytoplasmic transport,protein-protein interactions
ENSG00000136937,NCBP1,nuclear cap-binding complex regulation,mrna export enhancement,oncogenic signaling,cancer driver gene,epithelial-to-mesenchymal transition facilitation,cell cycle progression promotion
ENSG00000224748,TAP1,tumor antigen presentation,immune evasion,antigen processing,cell surface protein expression,mhc class i downregulation,tumor progression
ENSG00000223481,TAP2,impaired antigen presentation,immune evasion mechanisms,antigen processing pathways,tumor progression factors,peptide transport functions,protein-protein interactions
ENSG00000166126,AMN,tumor progression,oncogene potential,cell proliferation,angiogenesis and metastasis,pro-tumorigenic microenvironment,wnt/β-catenin signaling pathway interaction
ENSG00000107611,CUBN,vitamin b12 metabolism,renal reabsorption,tumor progression,cellular interaction,protein expression regulation,genetic disorder association
ENSG00000146085,MMUT,genomic instability,cell cycle regulation,apoptosis modulation,chromatin remodeling,transcriptional regulation,tumor suppressor function
ENSG00000151611,MMAA,cell proliferation regulation,cancer progression marker,neurotransmitter metabolism,prognostic value,angiogenic signaling modulation,tumor cell invasion
ENSG00000117560,FASLG,faslg-fas interaction,apoptosis regulation,t-cell activation,immune homeostasis modulation,autimmune disease association,chromosomal localization
ENSG00000026103,FAS,apoptosis regulation,tumor progression modulation,immune response modulation,tumor suppressor function,cancer immunotherapy target,cell death pathway dysregulation
ENSG00000156735,BAG4,cellular survival,apoptosis regulation,protein-protein interaction,tumor progression,therapeutic target,genomic overexpression
ENSG00000067182,TNFRSF1A,tumor growth modulation,aberrant nf-κb activation,immune regulation disruption,apoptosis inhibition,cell migration enhancement,therapeutic target candidate
