ENSG00000004059	ARF5,gtpase activity,gtp binding,protein binding,retrograde vesicle-mediated transport,golgi to endoplasmic reticulum,intracellular protein transport
ENSG00000167705	RILP,small gtpase binding,dynein light intermediate chain binding,endosome to lysosome transport,multivesicular body sorting pathway,cilium assembly,protein catabolic process regulation
ENSG00000170348	TMED10,vesicle-mediated transport,protein transmembrane transport,golgi organization,copii vesicle coating,intracellular protein transport,positive regulation of interleukin-1 production
ENSG00000144285	SCN1A,voltage-gated sodium channel activity,action potential propagation,membrane depolarization,regulation of membrane potential,neuromuscular process,sensory perception
ENSG00000168434	COG7,golgi apparatus,vesicle recycling,retrograde transport,protein localization,protein glycosylation,golgi organization
ENSG00000213380	COG8,vesicle recycling within golgi,retrograde transport,golgi organization,protein transport,intra-golgi vesicle-mediated transport,trans-golgi network membrane
ENSG00000168374	ARF4,gtpase activity,vesicle-mediated transport,cell migration,establishment of epithelial cell polarity,endoplasmic reticulum to golgi transport,signal transduction
ENSG00000170759	KIF5B,microtubule motor activity,vesicle transport,synaptic transmission regulation,plus-end-directed microtubule movement,anterograde transport,cytoplasm organization
ENSG00000168356	SCN11A,voltage-gated sodium channel activity,pain perception,inflammatory response,nerve impulse transmission,cellular response to stress,action potential initiation
ENSG00000174903	RAB1B,gtpase activity,protein binding,autophagosome assembly,endoplasmic reticulum to golgi vesicle-mediated transport,intracellular protein transport,regulation of autophagy
ENSG00000114745	GORASP1,golgi organization,protein n-linked glycosylation,protein transport,endoplasmic reticulum-golgi intermediate compartment membrane,establishment of protein localization to plasma membrane,negative regulation of dendrite morphogenesis
ENSG00000101199	ARFGAP1,gtpase activator activity,regulation of endocytosis,vesicle-mediated transport,protein binding,synapse localization,golgi apparatus localization
ENSG00000103051	COG4,retrograde vesicle-mediated transport,golgi organization,protein binding,trans-golgi network membrane localization,cytoplasm,cellular dysfunction
ENSG00000137877	SPTBN5,actin filament binding,myosin tail binding,cell junction,cortical cytoskeleton organization,cell shape maintenance,cytoskeleton regulation
ENSG00000158560	DYNC1I1,microtubule-based movement,vesicle transport along microtubule,cytoskeletal motor activity,microtubule binding,dynein light chain binding,chromosome segregation
ENSG00000141447	OSBPL1A,cholesterol binding,lipid binding,phospholipid binding,vesicle-mediated transport,membrane organization,sterol transport
ENSG00000177098	SCN4B,voltage-gated sodium channel activity,sodium ion transmembrane transport,membrane depolarization,cardiac muscle contraction,regulation of sodium ion transport,protein binding
ENSG00000163808	KIF15,microtubule binding,plus-end-directed microtubule motor activity,mitotic cell cycle,centrosome separation,microtubule-based movement,spindle organization
ENSG00000134265	NAPG,intracellular protein transport,vesicle-mediated transport,protein stabilization,lysosomal membrane localization,golgi apparatus localization,snare complex interaction
ENSG00000181789	COPG1,copi vesicle coat,protein binding,vesicle-mediated transport,intracellular protein transport,endoplasmic reticulum to golgi vesicle-mediated transport,establishment of golgi localization
ENSG00000177938	CAPZA3,actin filament capping,actin cytoskeleton organization,spermatid development,cytoplasm organization,epithelial-mesenchymal transition (emt),cell migration
ENSG00000184432	COPB2,intracellular protein transport,vesicle-mediated transport,golgi apparatus,endoplasmic reticulum membrane,cytoplasmic vesicle,copi-coated vesicle membrane
ENSG00000105438	KDELR1,kdel sequence binding,protein binding,retrograde vesicle-mediated transport,er lumen,protein retention,golgi to endoplasmic reticulum
ENSG00000184840	TMED9,vesicle-mediated transport,golgi organization,protein binding,syntaxin binding,trans-golgi network,endoplasmic reticulum
ENSG00000206305	HLA-DQA1,mhc class ii protein complex binding,peptide antigen binding,positive regulation of immune response,adaptive immune response,antigen processing and presentation,t cell activation
ENSG00000169398	PTK2,focal adhesion kinase activity,integrin binding,protein tyrosine phosphorylation,cell migration,epithelial-to-mesenchymal transition,signaling pathway regulation
ENSG00000163531	NFASC,cell-cell adhesion mediator activity,axon guidance,myelination,plasma membrane localization,paranodal junction,protein binding
ENSG00000196876	SCN8A,voltage-gated sodium channel activity,monoatomic ion transport,transmembrane transport,action potential,peripheral nervous system development,myelination
ENSG00000010810	FYN,protein tyrosine kinase activity,immune receptor signaling pathway,synaptic plasticity,cell migration,protein ubiquitination,negative regulation of apoptotic signaling pathway
ENSG00000197102	DYNC1H1,microtubule motor activity,minus-end-directed transport,mitotic spindle organization,intracellular transport,cytoplasmic microtubule organization,vesicle trafficking
ENSG00000115306	SPTBN1,cytoskeletal organization,plasma membrane organization,protein localization,cell adhesion,signal transduction regulation,tumor cell invasion
ENSG00000145362	ANK2,protein stability,cell membrane anchoring,cytoskeleton organization,signaling cascade mediation,cardiac muscle function regulation,neuron development
ENSG00000075624	ACTB,actin cytoskeleton organization,cell motility,focal adhesion,cytokinesis,regulation of cell cycle,postsynaptic actin cytoskeleton organization
ENSG00000075043	KCNQ2,voltage-gated potassium channel activity,potassium ion transport,action potential,nervous system development,chemical synaptic transmission,synapse
ENSG00000229074	HLA-DRB1,antigen processing and presentation,t cell mediated cytotoxicity,regulation of interleukin-10 production,positive regulation of t cell activation,mhc class ii protein complex,adaptive immune response
ENSG00000196155	PLEKHG4,guanyl-nucleotide exchange factor activity,small gtpase mediated signal transduction,axon guidance,plasma membrane localization,cytosol localization,cell growth regulation
ENSG00000075945	KIFAP3,microtubule-based movement,cilium organization,protein binding,intraciliary transport particle b binding,apoptotic process,signal transduction
ENSG00000204843	DCTN1,microtubule binding,protein binding,neuron projection maintenance,retrograde transport,cell division,neuromuscular junction development
ENSG00000198898	CAPZA2,actin filament capping,cortical cytoskeleton,f-actin capping protein complex,protein-containing complex assembly,cell migration,tumor progression
ENSG00000135775	COG2,retrograde vesicle transport,golgi organization,protein glycosylation,vesicle recycling,trans-golgi network membrane,protein binding
ENSG00000196352	CD55,complement activation,complement decay-accelerating factor activity,lipopolysaccharide-mediated signaling pathway,t cell cytokine production,positive regulation of t cell activation,immune system development
ENSG00000122218	COPA,copi coat complex subunit alpha,retrograde vesicle-mediated transport,golgi apparatus,endoplasmic reticulum,protein transport,vesicle-mediated transport
ENSG00000163554	SPTA1,spectrin cytoskeleton organization,actin filament binding,plasma membrane organization,cell shape regulation,t cell proliferation,metal ion binding
ENSG00000213281	NRAS,gtpase activity,mapk cascade,signal transduction,protein binding,gtp binding,gdp binding
ENSG00000138107	ACTR1A,cytoskeletal organization,microtubule binding,actin filament binding,centrosome function,vesicle-mediated transport,cell migration
ENSG00000107862	GBF1,guanyl-nucleotide exchange factor activity,vesicle-mediated transport,golgi organization,copi coating of golgi vesicle,immune response regulation,cellular response to virus
ENSG00000198910	L1CAM,cell migration,cell adhesion,homophilic cell adhesion,axon guidance receptor activity,protein domain specific binding,angiogenesis
ENSG00000142945	KIF2C,microtubule binding,motor activity,chromosome segregation,microtubule depolymerization,spindle organization,kinetochore localization
ENSG00000197694	SPTAN1,actin filament capping,actin cytoskeleton organization,cadherin binding,plasma membrane localization,cell cortex,cell motility
ENSG00000090889	KIF4A,microtubule motor activity,spindle organization,chromosome segregation,anterograde axonal transport,mitotic spindle assembly,cytoplasmic localization
ENSG00000242685	HLA-DMA,mhc class ii protein complex binding,peptide antigen binding,antigen processing and presentation,positive regulation of immune response,adaptive immune response,protein binding
ENSG00000223793	HLA-DQA2,mhc class ii protein complex binding,peptide antigen binding,antigen processing and presentation,adaptive immune response,positive regulation of immune response,plasma membrane localization
ENSG00000206302	HLA-DQB1,peptide antigen binding,mhc class ii protein complex binding,mhc class ii receptor activity,t cell receptor signaling pathway,positive regulation of t cell activation,adaptive immune response
ENSG00000198502	HLA-DRB5,mhc class ii protein complex binding,peptide antigen binding,antigen processing and presentation,adaptive immune response,positive regulation of immune response,tumor surveillance
ENSG00000136531	SCN2A,voltage-gated sodium channel activity,monoatomic cation channel activity,neuron apoptotic process,cell cycle regulation,nervous system development,cellular response to hypoxia
ENSG00000101350	KIF3B,microtubule binding,atp hydrolysis activity,plus-end-directed microtubule motor activity,intraciliary transport,vesicle-mediated transport,cilium assembly
ENSG00000091129	NRCAM,neuronal cell adhesion molecule,plasma membrane localization,cell-cell adhesion mediator activity,axon guidance,synapse assembly,angiogenesis
ENSG00000132670	PTPRA,tyrosine-protein phosphatase activity,insulin receptor signaling pathway,chromatin remodeling,histone modification,metal-dependent protein tyrosine phosphatase activity,integrin-mediated signaling pathway
ENSG00000177951	BET1L,golgi apparatus,retrograde transport,endosome to golgi,membrane fusion,protein binding,snap receptor activity
ENSG00000184156	KCNQ3,potassium channel activity,voltage-gated monoatomic cation channel activity,synapse localization,action potential initiation,inhibitory chemical synaptic transmission,neuron differentiation
ENSG00000104892	KLC3,microtubule binding,cytoplasmic localization,kinesin binding,axo-dendritic transport,cell migration,spermatogenesis
ENSG00000088986	DYNLL1,dynein intermediate chain binding,microtubule-based process,ciliary function,dna damage response,intracellular transport,cell cycle control
ENSG00000166257	SCN3B,voltage-gated sodium channel activity,membrane depolarization,sodium ion transport,cardiac muscle contraction,plasma membrane localization,regulation of heart rate
ENSG00000173230	GOLGB1,dna-templated transcription regulation,protein binding activity,golgi apparatus organization,chondrocyte proliferation,intracellular trafficking,membrane dynamics
ENSG00000110195	FOLR1,folate binding,signaling receptor activity,receptor-mediated endocytosis,transforming growth factor beta receptor signaling pathway,wnt signaling pathway,plasma membrane localization
ENSG00000112984	KIF20A,microtubule binding,cytoskeletal motor activity,atp hydrolysis activity,microtubule-based movement,midbody abscission,protein transport
ENSG00000206308	HLA-DRA,mhc class ii protein complex binding,peptide antigen binding,t cell receptor binding,antigen processing and presentation,positive regulation of immune response,positive regulation of t cell activation
ENSG00000085063	CD59,complement binding,membrane attack complex inhibition,cell surface receptor signaling pathway,plasma membrane localization,negative regulation of complement activation,protein binding
ENSG00000077380	DYNC1I2,microtubule motor activity,transport along microtubule,cytoplasmic dynein complex,cell migration,invasion,tumor progression
ENSG00000254647	INS,glucose homeostasis,insulin receptor signaling pathway,positive regulation of protein autophosphorylation,fatty acid metabolic process,cell growth,protein secretion
ENSG00000276262	NSF,snare complex disassembly,exocytosis,intracellular protein transport,plasma membrane localization,vesicle-mediated transport,protein trafficking
ENSG00000068796	KIF2A,microtubule-based movement,spindle assembly,cell migration,regulation of cell division,microtubule binding,atp hydrolysis activity
ENSG00000131437	KIF3A,microtubule binding,cytoskeletal motor activity,protein transport,anterograde axonal transport,cell projection organization,organelle organization
ENSG00000169432	SCN9A,voltage-gated sodium channel activity,action potential propagation,pain sensation,inflammation response,cellular signaling,neuronal excitability
ENSG00000136546	SCN7A,voltage-gated sodium channel activity,ion transport,cellular excitability,action potential generation,neuromuscular transmission,seizure susceptibility
ENSG00000100196	KDELR3,er lumen protein-retaining receptor 3,er retention sequence binding,retrograde vesicle-mediated transport,golgi to endoplasmic reticulum,copi-coated vesicle membrane,endoplasmic reticulum membrane
ENSG00000138069	RAB1A,gtpase activity,gtp binding,vesicle-mediated transport,endocytosis,autophagosome assembly,copii-coated vesicle cargo loading
ENSG00000115904	SOS1,ras/rac guanine nucleotide exchange factor activity,epidermal growth factor receptor binding,signal transduction,positive regulation of signal transduction,regulation of transcription by rna polymerase ii,gtpase activator activity
ENSG00000226650	KIF4B,microtubule motor activity,chromosome segregation,spindle organization,mitotic cytokinesis,dna binding,cytoskeleton organization
ENSG00000066735	KIF26A,microtubule binding,cytoskeletal motor activity,regulation of neuron migration,negative regulation of signal transduction,cell growth regulation,atp hydrolysis activity
ENSG00000239457	HLA-DOB,mhc class ii protein complex binding,peptide antigen binding,positive regulation of immune response,antigen processing and presentation,lysosomal membrane localization,endosome membrane localization
ENSG00000229493	HLA-DQB2,mhc class ii protein complex binding,peptide antigen binding,antigen processing and presentation,positive regulation of immune response,adaptive immune response,t cell activation
ENSG00000185313	SCN10A,voltage-gated sodium channel activity,regulation of presynaptic membrane potential,tumor progression,cell proliferation,sodium ion transport,cancer metastasis
ENSG00000235844	HLA-DPA1,mhc class ii protein complex binding,peptide antigen binding,antigen processing and presentation,positive regulation of immune response,adaptive immune response,t cell activation
ENSG00000007314	SCN4A,voltage-gated sodium channel activity,sodium ion transmembrane transport,muscle contraction,protein binding,plasma membrane localization,monoatomic ion channel complex
ENSG00000105711	SCN1B,sodium channel regulator activity,membrane depolarization,voltage-gated sodium channel complex,neuron projection development,locomotion,regulation of heart rate by cardiac conduction
ENSG00000133103	COG6,vesicle recycling within golgi,retrograde transport,intra-golgi vesicle-mediated transport,golgi organization,protein binding,glycosylation
ENSG00000242092	HLA-DMB,mhc class ii protein complex binding,peptide antigen binding,protein binding,immune response,antigen processing and presentation,positive regulation of t cell activation
ENSG00000174996	KLC2,kinesin binding,cadherin binding,lysosome localization,microtubule-based movement,protein binding,cytoskeleton organization
ENSG00000077549	CAPZB,actin filament capping,filopodium assembly,lamellipodium assembly,regulation of cell morphogenesis,cytoskeletal organization,protein binding
ENSG00000158623	COPG2,coatomer subunit activity,intracellular transport,endoplasmic reticulum to golgi vesicle-mediated transport,golgi to endoplasmic reticulum,retrograde vesicle-mediated transport,vesicle-mediated transport
ENSG00000161800	RACGAP1,gtpase activator activity,actomyosin contractile ring assembly,regulation of small gtpase mediated signal transduction,rho protein signal transduction,mitotic cytokinesis,cell migration
ENSG00000134970	TMED7,protein binding,endoplasmic reticulum to golgi vesicle-mediated transport,copii vesicle coat,copi vesicle coat,golgi organization,er to golgi transport vesicle membrane
ENSG00000276536	HRAS,gtpase activity,ras protein signal transduction,positive regulation of map kinase activity,oncogene-induced cell senescence,regulation of cell cycle,mapk cascade
ENSG00000230708	HLA-DPB1,mhc class ii protein complex binding,peptide antigen binding,t cell receptor signaling pathway,positive regulation of t cell activation,antigen processing and presentation,immune response
ENSG00000175203	DCTN2,mitotic spindle organization,microtubule-based process,centrosome localization,chromosome alignment,dynein complex interaction,cytoskeleton regulation
ENSG00000155980	KIF5A,microtubule-based movement,vesicle transport,synaptic transmission,plus-end-directed microtubule motor activity,cytoskeletal motor activity,atp hydrolysis activity
ENSG00000183873	SCN5A,voltage-gated sodium channel activity,action potential generation,membrane depolarization,cardiac muscle contraction,ion transport,protein binding
ENSG00000132912	DCTN4,dynactin complex,cytoplasmic dynein complex,microtubule-based transport,focal adhesion,centrosome,cell cortex
ENSG00000126214	KLC1,cytoplasmic vesicle transport,microtubule-based movement,cell adhesion,stress granule disassembly,cytoskeletal motor activity,protein binding
ENSG00000167110	GOLGA2,golgi apparatus localization,protein glycosylation,microtubule binding,spindle assembly,protein trafficking,centrosome cycle
ENSG00000149182	ARFGAP2,vesicle-mediated transport,copi coating of golgi vesicle,gtpase activator activity,protein transport,golgi apparatus,endomembrane system
ENSG00000143761	ARF1,gtpase activity,protein binding,vesicle-mediated transport,plasma membrane localization,cellular response to virus,intracellular copper ion homeostasis
ENSG00000138768	USO1,vesicle fusion,protein trafficking,golgi organization,er-golgi transport,intracellular transport,secretory granule localization
ENSG00000111481	COPZ1,copi vesicle coat,golgi apparatus,retrograde vesicle-mediated transport,intracellular protein transport,golgi to endoplasmic reticulum,membrane
ENSG00000070182	SPTB,actin filament capping,ankyrin binding,cell migration,tumor invasion,drug resistance,cytoskeleton organization
ENSG00000264364	DYNLL2,microtubule-based process,dynein complex,protein binding,cytoskeleton,centrosome,cell division
ENSG00000149294	NCAM1,cell adhesion,epithelial-to-mesenchymal transition,cell migration,axon guidance,semaphorin-plexin signaling pathway,virus receptor activity
ENSG00000005243	COPZ2,retrograde vesicle-mediated transport,copi vesicle coat,golgi to endoplasmic reticulum,protein transport,cytoplasmic vesicle,intracellular protein transport
ENSG00000125814	NAPB,vesicle-mediated transport,synaptic vesicle priming,protein binding,snare complex disassembly,glutamatergic synapse,intracellular protein transport
ENSG00000197892	KIF13B,microtubule binding,cytoskeletal motor activity,vesicle transport,signal transduction,axonogenesis,cell projection localization
ENSG00000086827	ZW10,mitotic spindle assembly checkpoint signaling,kinetochore microtubule,chromosome segregation,centromeric dna binding,protein binding,spindle pole
ENSG00000113734	BNIP1,apoptosis,mitochondrial outer membrane localization,bcl2 interaction,endoplasmic reticulum organization,calcium signaling,retrograde vesicle transport
ENSG00000135249	RINT1,mitotic g2 dna damage checkpoint signaling,dna repair,vesicle-mediated transport,protein binding,endoplasmic reticulum,golgi apparatus
ENSG00000053501	USE1,vesicle-mediated transport,protein catabolic process,endoplasmic reticulum to golgi vesicle-mediated transport,retrograde vesicle-mediated transport,snap receptor activity,protein binding
ENSG00000054523	KIF1B,microtubule-based movement,vesicle-mediated transport,anterograde synaptic vesicle transport,cytoplasmic vesicle,neuron projection,microtubule motor activity
ENSG00000151779	NBAS,endoplasmic reticulum,retrograde vesicle-mediated transport,protein binding,snare binding,nuclear-transcribed mrna catabolic process,golgi apparatus localization
ENSG00000164627	KIF6,microtubule binding,atp hydrolysis activity,microtubule motor activity,protein binding,microtubule-based movement,cytoplasm localization
ENSG00000165115	KIF27,microtubule binding,cytoskeletal motor activity,atp hydrolysis activity,microtubule motor activity,ciliary movement,cell projection organization
ENSG00000165527	ARF6,gtpase activity,focal adhesion disassembly,actin filament polymerization,regulation of protein secretion,protein localization to plasma membrane,filopodium assembly
ENSG00000167702	KIFC2,microtubule binding,mitotic spindle assembly,cytoplasmic localization,atp hydrolysis activity,chromosome segregation,cellular transport
ENSG00000168818	STX18,vesicle-mediated transport,snap receptor activity,er membrane organization,golgi apparatus,protein binding,cancer progression
ENSG00000129250	KIF1C,microtubule binding,cytoskeletal motor activity,atp binding,plus-end-directed microtubule motor activity,anterograde neuronal dense core vesicle transport,retrograde neuronal dense core vesicle transport
ENSG00000088727	KIF9,microtubule-based movement,podosome assembly,extracellular matrix disassembly,microtubule binding,cytoskeletal motor activity,atp hydrolysis activity
ENSG00000139116	KIF21A,microtubule binding,cytoskeletal motor activity,atp binding,regulation of microtubule polymerization,anterograde axonal transport,cell cortex
ENSG00000138182	KIF20B,microtubule binding,cytoskeletal motor activity,cell cycle regulation,positive regulation of cell population proliferation,regulation of establishment of cell polarity,microtubule-based movement
ENSG00000148248	SURF4,copii receptor activity,protein transport,lipid homeostasis,lipoprotein transport,organelle organization,cellular trafficking
ENSG00000136883	KIF12,microtubule binding,cytoskeletal motor activity,atp hydrolysis activity,microtubule motor activity,cell migration,chromosome segregation
ENSG00000196169	KIF19,microtubule binding,microtubule motor activity,plus-end-directed microtubule motor activity,atp binding,cell division,cilia function
ENSG00000132535	DLG4,synaptic function,ampa glutamate receptor clustering,protein-protein interactions,scaffold protein activity,neurotransmission regulation,signal transduction
ENSG00000089177	KIF16B,microtubule-based movement,receptor catabolic process,epidermal growth factor receptor signaling pathway,fibroblast growth factor receptor signaling pathway,endosome development,early endosome to late endosome transport
ENSG00000162849	KIF26B,microtubule motor activity,cell-cell adhesion,microtubule binding,microtubule-based movement,cytoskeletal motor activity,ureteric bud invasion
ENSG00000125337	KIF25,microtubule binding,minus-end-directed microtubule motor activity,mitotic sister chromatid segregation,organelle organization,negative regulation of autophagy,centrosome
ENSG00000233450	KIFC1,atp hydrolysis activity,microtubule motor activity,mitotic spindle assembly,microtubule binding,mitosis,cell division
ENSG00000116852	KIF21B,microtubule-based movement,microtubule binding,atp hydrolysis activity,vesicle trafficking,cytoskeleton organization,axonal transport
ENSG00000130294	KIF1A,microtubule binding,cytoskeletal motor activity,vesicle-mediated transport,regulation of dendritic spine morphogenesis,plus-end-directed microtubule motor activity,atp hydrolysis activity
ENSG00000105963	ADAP1,gtpase activator activity,protein binding,inositol phosphate binding,cell surface receptor signaling pathway,regulation of gtpase activity,plasma membrane localization
ENSG00000265808	SEC22B,vesicle-mediated transport,endoplasmic reticulum to golgi transport,retrograde vesicle-mediated transport,protein binding,protein catabolic process,autophagosome assembly regulation
ENSG00000186185	KIF18B,microtubule binding,plus-end directed microtubule motor activity,mitotic sister chromatid segregation,cell division,spindle assembly,chromosome segregation
ENSG00000096401	CDC5L,dna damage checkpoint signaling,transcription regulation by rna polymerase ii,mrna splicing,protein binding,dna-binding transcription factor activity,cell cycle progression
ENSG00000197256	KANK2,negative regulation of estrogen receptor signaling,negative regulation of cell proliferation,regulation of rho protein signal transduction,regulation of actin filament polymerization,mitochondrial localization,cytoplasmic localization
ENSG00000107104	KANK1,wnt signaling pathway regulation,actin cytoskeleton organization,rho gtpase activity regulation,protein-macromolecule adaptor activity,cell migration,substrate adhesion modulation
ENSG00000119844	AFTPH,clathrin binding,protein binding,intracellular transport,trans-golgi network membrane,cytoplasmic vesicle,adaptor complex interaction
ENSG00000042753	AP2S1,clathrin adaptor activity,protein binding,synaptic vesicle endocytosis,regulation of endocytosis,endocytosis,intracellular protein transport
ENSG00000249915	PDCD6,calcium ion binding,protein-ubiquitin ligase substrate adaptor activity,endothelial cell proliferation,apoptotic signaling pathway,negative regulation of pi3k/akt signaling,angiogenesis
ENSG00000142186	SCYL1,protein kinase activity,golgi apparatus,vesicle-mediated transport,neuron development,inflammatory response,protein localization
ENSG00000150961	SEC24D,copii-coated vesicle cargo loading,protein transport,intracellular protein transport,endoplasmic reticulum to golgi vesicle-mediated transport,er to golgi transport vesicle membrane,cytoplasmic vesicle
ENSG00000100934	SEC23A,protein binding,copii-coated vesicle budding,vesicle-mediated transport,intracellular protein transport,endoplasmic reticulum to golgi vesicle-mediated transport,gtpase activator activity
ENSG00000213983	AP1G2,clathrin adaptor activity,golgi apparatus,endosome,protein binding,vesicle-mediated transport,intracellular protein transport
ENSG00000181744	DIPK2A,protein kinase c activity regulation,positive regulation,pi3k/akt signaling pathway,cardiac muscle cell proliferation,intracellular vesicle trafficking,extracellular space localization
ENSG00000106367	AP1S1,clathrin adaptor activity,vesicle-mediated transport,receptor-mediated endocytosis,lysosomal membrane,golgi apparatus,viral response
ENSG00000176986	SEC24C,copii-coated vesicle cargo loading,er to golgi vesicle-mediated transport,protein binding,intracellular protein transport,endoplasmic reticulum to golgi vesicle-mediated transport,cytoplasm
