ENSG00000197122,SRC,tyrosine kinase activity,cell migration,signal transduction regulation,cell adhesion,angiogenesis,tumor proliferation
ENSG00000089159,PXN,vinculin binding,protein phosphatase binding,focal adhesion,transforming growth factor beta receptor signaling pathway,cell migration,stress fiber assembly
ENSG00000137392,CLPS,lipase binding,enzyme activator activity,lipid metabolic process,lipid catabolic process,response to bacterium,extracellular region
ENSG00000175535,PNLIP,lipase activity,triacylglycerol lipase activity,lipid metabolic process,metal ion binding,extracellular space,all-trans-retinol forming activity
ENSG00000078369,GNB1,guanine nucleotide-binding protein activity,protein-containing complex binding,signaling receptor complex adaptor activity,gtpase binding,plasma membrane localization,ras protein signal transduction
ENSG00000127928,GNGT1,signal transduction,g-protein beta-subunit binding,gtpase activity,phototransduction,cellular response to hypoxia,cardiac muscle cell apoptosis
ENSG00000198515,CNGA1,cng channel activity,cyclic nucleotide binding,sodium ion transport,calcium ion transport,ion channel complex,photoreceptor function
ENSG00000070729,CNGB1,cyclic nucleotide-gated channel activity,phototransduction,olfactory perception,cng channel activity,ion channel modulating,light stimulus detection
ENSG00000257365,FNTB,protein farnesyltransferase activity,prenyltransferase activity,signal transduction,cytoskeletal organization,cell proliferation,protein prenylation
ENSG00000168522,FNTA,protein farnesyltransferase activity,receptor tyrosine kinase binding,microtubule binding,positive regulation of rac protein signal transduction,transforming growth factor beta receptor signaling pathway,cytosol localization
ENSG00000113522,RAD50,dna repair,double-strand break repair,homologous recombination,chromatin remodeling,telomere maintenance,protein binding
ENSG00000020922,MRE11,dna endonuclease activity,dna helicase activity,homologous recombination,telomere maintenance via telomerase,dna damage response,chromosome organization
ENSG00000182481,KPNA2,nls-bearing protein nuclear import,protein binding,histone deacetylase binding,dna metabolic process,regulation of dna recombination,positive regulation of viral life cycle
ENSG00000104320,NBN,dna double-strand break repair,telomere maintenance,chromosome stability,homologous recombination,non-homologous end joining,protein k63-linked ubiquitination
ENSG00000172977,KAT5,histone acetyltransferase activity,chromatin binding,dna-binding transcription factor binding,dna repair,cell cycle regulation,transcription coregulator activity
ENSG00000149311,ATM,dna damage response,histone kinase activity,protein serine/threonine kinase activity,cell cycle regulation,dna binding,genomic instability
ENSG00000009954,BAZ1B,histone kinase activity,chromatin organization,dna damage response,positive regulation of transcription,post-translational protein modification,protein binding
ENSG00000153147,SMARCA5,chromatin remodeling,nucleosome binding,dna repair,transcription regulation,atp-dependent activity,complex formation
ENSG00000103275,UBE2I,protein sumoylation,transcription regulation,cell migration,chromosome segregation,mitotic nuclear membrane reassembly,ubiquitin-dependent protein catabolic process
ENSG00000116030,SUMO1,protein stability,dna repair,transcription regulation,protein localization,sumoylation,protein-protein interactions
ENSG00000169139,UBE2V2,protein ubiquitination,k63-linked ubiquitination,dna double-strand break processing,positive regulation of protein k63-linked ubiquitination,double-strand break repair,ubiquitin conjugating enzyme complex
ENSG00000177889,UBE2N,ubiquitin conjugating enzyme activity,dna repair,nf-κb signaling,protein degradation,immune response,antiviral innate immune response
ENSG00000138376,BARD1,ubiquitin ligase activity,homologous recombination,dna damage response,cell cycle regulation,apoptosis regulation,brca1-bard1 complex
ENSG00000012048,BRCA1,dna damage repair,homologous recombination,cell cycle regulation,transcriptional regulation,protein ubiquitination,tumor suppressor activity
ENSG00000188612,SUMO2,protein sumoylation,transcription regulation,post-translational modification,synaptic function,nucleolar localization,ubiquitin-protein interactions
ENSG00000225589,MDC1,dna damage response,chromatin organization,histone reader activity,protein binding,dna replication checkpoint signaling,mitotic intra-s dna damage checkpoint signaling
ENSG00000128731,HERC2,ubiquitin-protein transferase activity,protein ubiquitination,dna repair,negative regulation of notch signaling pathway,proteasome-mediated ubiquitin-dependent protein catabolic process,dna damage response
ENSG00000164053,ATRIP,dna damage checkpoint signaling,regulation of double-strand break repair,nucleobase-containing compound metabolic process,k63-linked polyubiquitin modification-dependent protein binding,protein binding,nucleoplasm localization
ENSG00000175054,ATR,dna damage response,double-strand break repair,chromatin remodeling,cell cycle checkpoint,protein kinase activity,dna replication
ENSG00000111602,TIMELESS,dna damage response,dna replication checkpoint signaling,homologous recombination,cell cycle regulation,circadian rhythm,double-strand break repair
ENSG00000075131,TIPIN,dna replication checkpoint signaling,mitotic intra-s dna damage checkpoint signaling,replication fork processing,dna damage response,regulation of nuclear cell cycle dna replication,protein binding
ENSG00000163605,PPP4R2,protein phosphatase regulator activity,protein binding,rna splicing,dna repair via homologous recombination,double-strand break repair,centrosome localization
ENSG00000149923,PPP4C,double-strand break repair via homologous recombination,chromatin remodeling,regulation of transcription by rna polymerase ii,protein serine/threonine phosphatase activity,rna polymerase ii ctd heptapeptide repeat phosphatase activity,plasma membrane localization
ENSG00000108384,RAD51C,dna repair via homologous recombination,double-strand break repair,cell cycle checkpoint control (g2/m),protein binding,dna binding,nucleotide binding
ENSG00000126215,XRCC3,double-strand break repair,homologous recombination,dna damage response,telomere maintenance,centrosome duplication regulation,protein binding
ENSG00000197774,EME2,endonuclease activity,dna binding,double-strand break repair,meiotic recombination intermediates,mitotic intra-s dna damage checkpoint signaling,replication fork processing
ENSG00000172732,MUS81,nuclease activity,holliday junction resolution,double-strand break repair,dna recombination,nuclear localization,genomic stability
ENSG00000154920,EME1,double-strand break repair,dna repair,intra-s dna damage checkpoint signaling,holliday junction resolvase complex,endonuclease activity,crossover junction dna endonuclease activity
ENSG00000139618,BRCA2,dna damage response,homologous recombination,double-strand break repair,tumor suppressor function,centrosome duplication,transcriptional regulation
ENSG00000051180,RAD51,homologous recombination,dna damage response,double-strand break repair,cellular response to radiation,telomere maintenance,tumor suppressor
ENSG00000175595,ERCC4,dna endonuclease activity,nucleotide-excision repair,uv protection,telomere maintenance,double-strand break repair via homologous recombination,chromosomal stability
ENSG00000012061,ERCC1,dna damage binding,nucleotide-excision repair,double-strand break repair,uv protection,telomere maintenance,interstrand crosslink repair
ENSG00000073050,XRCC1,dna damage binding,single-strand break repair,non-homologous end joining,base excision repair,chromatin localization,oxidized dna binding
ENSG00000005156,LIG3,dna ligase activity,double-strand break repair,homologous recombination,dna replication,v(d)j recombination,tumorigenesis
ENSG00000196419,XRCC6,double-strand break repair via nonhomologous end joining (dsb repair),dna binding,protein-containing complex binding,cellular response to gamma radiation,cellular response to x-ray,telomere maintenance
ENSG00000079246,XRCC5,dna binding,double-strand break repair,non-homologous end joining,dna repair,telomere maintenance,genomic instability
ENSG00000152422,XRCC4,dna ligation involved in dna repair,double-strand break repair,nhej pathway,ligase activity,dna binding,protein binding
ENSG00000174405,LIG4,dna ligase (atp) activity,dna repair,double-strand break repair,nonhomologous end joining,ionizing radiation response,genomic instability
ENSG00000049860,HEXB,glycosaminoglycan metabolic process,lysosome organization,hydrolase activity,lipid metabolic process,carbohydrate metabolic process,cellular component
ENSG00000213614,HEXA,glycosphingolipid metabolism,lysosomal storage,hydrolase activity,n-acetylhexosaminidase activity,ganglioside catabolism,lysosome localization
ENSG00000151348,EXT2,heparan sulfate proteoglycan biosynthetic process,glycosaminoglycan biosynthetic process,chondrocyte differentiation,ossification,heparan sulfate n-acetylglucosaminyltransferase activity,protein binding
ENSG00000182197,EXT1,heparan sulfate proteoglycan biosynthesis,cell signaling,extracellular matrix remodeling,tumor growth,invasion,metastasis
ENSG00000115904,SOS1,ras/rac guanine nucleotide exchange factor activity,epidermal growth factor receptor binding,fibroblast growth factor receptor signaling pathway,gtpase activator activity,regulation of cell population proliferation,positive regulation of signal transduction
ENSG00000170312,CDK1,cyclin binding,g2/m transition of mitotic cell cycle,microtubule cytoskeleton organization,protein kinase activity,dna replication,histone kinase activity
ENSG00000134057,CCNB1,cyclin-dependent protein serine/threonine kinase activator activity,positive regulation of g2/m transition,mitotic spindle organization,regulation of mitotic cell cycle spindle assembly checkpoint,cyclin b1-cdk1 complex,cell cycle
ENSG00000165494,PCF11,mrna 3'-end processing,mrna cleavage factor complex binding,rna polymerase ii complex binding,termination of rna polymerase ii transcription,cytoplasm localization,nuclear localization
ENSG00000172409,CLP1,mrna processing,trna splicing,atp-dependent kinase activity,risc complex assembly,global gene silencing by mrna cleavage,nucleoplasm localization
ENSG00000187079,TEAD1,dna binding,sequence-specific double-stranded dna binding,hippo signaling,positive regulation of transcription by rna polymerase ii,positive regulation of cell growth,protein binding
ENSG00000137693,YAP1,hippo signaling,transcriptional coactivation,cell proliferation,apoptosis inhibition,organ growth,tissue homeostasis
ENSG00000074219,TEAD2,hippo signaling pathway,dna-binding transcription factor activity,rna polymerase ii cis-regulatory region sequence-specific dna binding,transcription by rna polymerase ii,embryonic organ development,positive regulation of dna-templated transcription
ENSG00000007866,TEAD3,transcriptional enhancer factor activity,dna-binding transcription factor activity,hippo signaling,regulation of dna-templated transcription,rna polymerase ii cis-regulatory region sequence-specific dna binding,positive regulation of transcription by rna polymerase ii
ENSG00000197905,TEAD4,hippo signaling pathway,transcription factor activity,dna-binding,cell fate specification,positive regulation of transcription,embryonic organ development
ENSG00000132964,CDK8,rna polymerase ii ctd heptapeptide repeat kinase activity,cyclin-dependent protein serine/threonine kinase activity,positive regulation of transcription by rna polymerase ii,g1/s transition of mitotic cell cycle,nucleus localization,mediator complex.
ENSG00000112237,CCNC,cyclin-dependent protein serine/threonine kinase regulator activity,g0 to g1 transition,notch signaling pathway regulation,transcriptional regulation by rna polymerase ii,protein binding,nucleoplasm localization
ENSG00000101665,SMAD7,negative regulation of transforming growth factor beta receptor signaling pathway,regulation of gene expression,negative regulation of cell migration,cell differentiation,protein-containing complex disassembly,adherens junction assembly
ENSG00000157450,RNF111,ubiquitin protein ligase activity,tgf-beta signaling pathway,dna repair,protein polyubiquitination,positive regulation of protein ubiquitination,cytoplasm localization
ENSG00000284792,PTEN,phosphatase activity,pi3k pathway inhibition,negative regulation of cell growth,protein stability,dna repair,lipid metabolism
ENSG00000141510,TP53,dna-binding transcription factor activity,transcription regulation,apoptosis,response to oxidative stress,regulation of cell cycle,protein tetramerization
ENSG00000165699,TSC1,negative regulation of tor signaling,autophagy,cell size control,protein binding,cellular response to starvation,mtor pathway inhibition
ENSG00000103197,TSC2,gtpase activator activity,negative regulation of tor signaling,mtorc1 inhibition,autophagy regulation,wnt signaling modulation,cell growth suppression
ENSG00000284194,SCO2,copper chaperone activity,respiratory electron transport chain,mitochondrial cytochrome c oxidase assembly,protein-disulfide reductase activity,cellular respiration,cancer cell metabolism
ENSG00000048392,RRM2B,ribonucleotide reductase activity,dna synthesis involved in dna repair,positive regulation of g2/m transition of mitotic cell cycle,p53 class mediator,protein binding,response to oxidative stress
ENSG00000135423,GLS2,glutaminase activity,glutamine catabolic process,mitochondrial matrix localization,amino acid metabolic process,reactive oxygen species metabolic process,regulation of apoptotic process
ENSG00000146674,IGFBP3,insulin-like growth factor binding,negative regulation of cell population proliferation,regulation of insulin-like growth factor receptor signaling pathway,protein tyrosine phosphatase activator activity,extracellular region localization,apoptotic process
ENSG00000141682,PMAIP1,apoptotic process,intrinsic apoptotic signaling pathway,extrinsic apoptotic signaling pathway via death domain receptors,cytochrome c release from mitochondria,p53 class mediator,mitochondrial outer membrane localization
ENSG00000015475,BID,mitochondrial outer membrane permeabilization,bcl-2 family protein binding,dna damage response,apoptotic mitochondrial changes,regulation of mitochondrial membrane permeability,release of cytochrome c from mitochondria
ENSG00000120471,TP53AIP1,apoptotic process,p53 interaction,mitochondrial localization,tumor suppressor function,cell death regulation,cellular stress response
ENSG00000197050,ZNF420,dna-binding transcription factor activity,rna polymerase ii cis-regulatory region sequence-specific dna binding,transcriptional repression,metal ion binding,nucleus localization,regulation of gene expression
ENSG00000115107,STEAP3,iron ion transport,protein secretion,ferric-chelate reductase activity,cupric reductase (nadh) activity,apoptotic process,plasma membrane localization
ENSG00000104765,BNIP3L,mitochondrial outer membrane permeabilization,apoptotic process,mitophagy,regulation of mitochondrial membrane potential,cellular response to hypoxia,negative regulation of programmed cell death
ENSG00000170855,TRIAP1,p53 binding,apoptotic process inhibition,dna damage response,cell cycle arrest,positive regulation of transcription,lipid transport
ENSG00000042286,AIFM2,ferroptosis suppression,oxidoreductase activity,mitochondrial function,lipid peroxidation,protein binding,oxidative stress response
ENSG00000164938,TP53INP1,tumor suppressor function,apoptotic process,autophagy,cell cycle regulation,dna damage response,p53 pathway activation
ENSG00000120868,APAF1,apoptotic signaling pathway,intrinsic apoptotic signaling pathway,regulation of apoptotic process,cysteine-type endopeptidase activator activity,apoptosome formation,caspase activation
ENSG00000177595,PIDD1,endopeptidase activity,death receptor binding,nf-kappab transcription factor activity,extrinsic apoptotic signaling pathway,dna damage response,apoptotic process
ENSG00000169372,CRADD,protein-macromolecule adaptor activity,death domain binding,extrinsic apoptotic signaling pathway via death domain receptors,dna damage response,positive regulation of apoptotic process,apoptotic process
ENSG00000091106,NLRC4,pattern recognition receptor signaling pathway,caspase binding,activation of caspase-1,pyroptosis,nf-kappab transcription factor activity,inflammation
ENSG00000138794,CASP6,cysteine-type endopeptidase activity,protein autoprocessing,apoptosis regulation,apoptotic process,epithelial cell differentiation,positive regulation of apoptotic process
ENSG00000003400,CASP10,cysteine-type endopeptidase activity,extrinsic apoptotic signaling pathway via death domain receptors,death effector domain binding,positive regulation of canonical nf-kappab signal transduction,apoptotic process,proteolysis
ENSG00000104419,NDRG1,negative regulation of cell population proliferation,signal transduction by p53 class mediator,microtubule binding,gamma-tubulin binding,cell migration,dna damage response
ENSG00000281449,BCL2L14,apoptotic process,regulation of apoptotic process,protein kinase binding,protein binding,endomembrane system,cytosol
ENSG00000089685,BIRC5,regulation of apoptotic process,spindle,chromosome segregation,mitotic cell cycle,protein-containing complex localization,cytoskeleton
ENSG00000113916,BCL6,transcriptional repression,b cell differentiation,th2 response regulation,immune evasion,cell proliferation,apoptosis suppression
ENSG00000161642,ZNF385A,dna binding,rna binding,p53 binding,positive regulation of dna damage response,negative regulation of intrinsic apoptotic signaling pathway,mrna localization
ENSG00000116017,ARID3A,chromatin binding,dna binding,transcription coregulator activity,regulation of transcription,nucleoplasm localization,positive regulation of transcription by rna polymerase ii
ENSG00000165891,E2F7,transcriptional repression,cell cycle regulation,dna damage response,tumor suppressor activity,negative regulation of proliferation,chromatin binding
ENSG00000129173,E2F8,dna-binding transcription factor activity,transcriptional repression,cell cycle regulation,dna replication,angiogenesis,fibroblast proliferation
ENSG00000116717,GADD45A,dna damage response,cell cycle regulation,apoptosis induction,p38mapk cascade regulation,jnk cascade regulation,negative regulation of angiogenesis
ENSG00000087586,AURKA,histone kinase activity,microtubule cytoskeleton organization,spindle assembly,cell division,chromosome segregation,dna replication/repair
ENSG00000132646,PCNA,dna replication,dna repair,processivity factor activity,mismatch repair,base excision repair,genomic stability
ENSG00000087088,BAX,mitochondrial membrane permeability,cytochrome c release,caspase activation,apoptosis induction,pro-apoptotic function,tumor suppressor role
ENSG00000175793,SFN,protein binding,phosphorylation,apoptosis,cell cycle regulation,keratinocyte proliferation,protein kinase activity
ENSG00000145632,PLK2,serine/threonine-protein kinase activity,dna damage response,cell cycle progression,angiogenesis,negative regulation of apoptosis,positive regulation of autophagy
ENSG00000173846,PLK3,protein serine/threonine kinase activity,cell cycle checkpoint signaling,p53 binding,dna damage response,apoptosis regulation,mitotic spindle organization
ENSG00000102760,RGCC,r-smad binding,protein kinase activator activity,positive regulation of epithelial to mesenchymal transition,negative regulation of cell population proliferation,regulation of cell cycle,cytokine production
ENSG00000118495,PLAGL1,dna-binding transcription activator activity,dna-binding transcription repressor activity,rna polymerase ii cis-regulatory region sequence-specific dna binding,positive regulation of transcription by rna polymerase ii,apoptotic process,nucleoplasm localization
ENSG00000115966,ATF2,dna-binding transcription factor activity,camp response element binding,histone acetyltransferase activity,p38mapk cascade,jnk cascade,regulation of transcription by rna polymerase ii
ENSG00000177606,JUN,dna-binding transcription factor activity,positive regulation of transcription by rna polymerase ii,regulation of cell cycle,response to endoplasmic reticulum stress,transforming growth factor beta receptor signaling pathway,ap-1 site binding
ENSG00000170345,FOS,transcription factor binding,dna-binding transcription activator activity,regulation of gene expression,response to growth factors,cellular proliferation,apoptosis regulation
ENSG00000122512,PMS2,mismatch repair,dna damage response,chromatin remodeling,dna binding,mutlalpha complex binding,positive regulation of isotype switching
ENSG00000076242,MLH1,dna mismatch repair,mutlalpha complex binding,double-strand break repair,dna damage response,intrinsic apoptotic signaling pathway,mismatched dna binding
ENSG00000158169,FANCC,interstrand crosslink repair,dna repair,protein binding,dna damage response,genomic instability,nucleus localization
ENSG00000134574,DDB2,damaged dna binding,nucleotide-excision repair,protein ubiquitination,uv-damage excision repair,dna repair,dna binding
ENSG00000057657,PRDM1,transcriptional regulation,dna-binding transcription repressor activity,histone methyltransferase binding,negative regulation of gene expression,chromatin remodeling,developmental processes
ENSG00000135679,MDM2,p53 binding,ubiquitin ligase activity,regulation of cell cycle,negative regulation of apoptotic process,dna damage response,sumo transferase activity
ENSG00000198625,MDM4,ubiquitin-protein transferase activity,protein binding,negative regulation of protein catabolic process,negative regulation of dna-templated transcription,nucleoplasm,regulation of cell cycle
ENSG00000113328,CCNG1,cyclin-dependent protein serine/threonine kinase regulator activity,cell division,mitotic g2 dna damage checkpoint signaling,regulation of cyclin-dependent protein serine/threonine kinase activity,negative regulation of apoptotic process,nuclear localization
ENSG00000064393,HIPK2,histone h3s57 kinase activity,histone h3t6 kinase activity,transcription corepressor activity,dna damage response,apoptotic signaling pathway,protein serine/threonine kinase activity
ENSG00000127445,PIN1,peptidyl-prolyl cis-trans isomerase activity,wnt signaling pathway,protein stability regulation,phosphorylation-dependent protein binding,transcriptional regulation,cytoskeletal dynamics
ENSG00000163349,HIPK1,histone kinase activity,tumor necrosis factor-mediated signaling pathway,cell population proliferation,angiogenesis,chromatin remodeling,apoptotic signaling pathway
ENSG00000149136,SSRP1,nucleosome binding,chromatin binding,dna replication,dna repair,nucleosome assembly,protein binding
ENSG00000092201,SUPT16H,nucleosome assembly,transcription elongation by rna polymerase ii,dna repair,chromatin remodeling,gene expression regulation,genomic stability
ENSG00000101266,CSNK2A1,histone kinase activity,cell cycle regulation,dna damage response,signal transduction,wnt signaling pathway,protein stabilization
ENSG00000070770,CSNK2A2,casein kinase ii activity,histone kinase activity,negative regulation of apoptosis,dna damage response,wnt signaling pathway,cell cycle regulation
ENSG00000088325,TPX2,microtubule nucleation,regulation of mitotic spindle organization,mitotic cell cycle,apoptotic process,protein kinase binding,importin-alpha family protein binding
ENSG00000188976,NOC2L,nucleosome binding,rna binding,chromatin binding,transcription corepressor activity,negative regulation of apoptosis,dna-binding transcription factor binding
ENSG00000176749,CDK5R1,cdk5 regulatory subunit activity,microtubule cytoskeleton organization,synaptic vesicle cycle regulation,neuron migration,protein kinase activator activity,protein binding
ENSG00000164885,CDK5,cyclin-dependent protein serine/threonine kinase activity,microtubule binding,protein serine kinase activity,histone h3t6 kinase activity,negative regulation of axon extension,tau-protein kinase activity
ENSG00000152192,POU4F1,dna-binding transcription factor activity,neuron differentiation,cell cycle regulation,apoptosis,synapse assembly,neurogenesis
ENSG00000151615,POU4F2,dna-binding transcription factor activity,rna polymerase ii transcription regulatory region sequence-specific dna binding,neuron differentiation,axon guidance,cellular response to insulin stimulus,positive regulation of transcription by rna polymerase ii
ENSG00000172530,BANP,dna binding,protein binding,positive regulation of dna-templated transcription,chromatin organization,nucleoplasm localization,nuclear body localization
ENSG00000025293,PHF20,dna binding,chromatin organization,transcription regulation,protein binding,mll1 complex,nsl complex
ENSG00000185513,L3MBTL1,methylated histone binding,heterochromatin formation,dna-templated transcription regulation,chromatin organization,nucleosome binding,cell cycle regulation
ENSG00000238134,EHMT2,histone h3k9 methylation,histone h3k27 methylation,chromatin remodeling,gene expression regulation,dna replication,tumor suppressor protein binding
ENSG00000181090,EHMT1,histone h3k9 methylation,chromatin organization,gene silencing,p53 binding,tumor suppressor regulation,heterochromatin formation
ENSG00000137203,TFAP2A,transcription factor,dna-binding,gene expression regulation,cell proliferation,tumorigenesis,epithelial development
ENSG00000124795,DEK,dna binding,histone binding,double-strand break repair,chromatin remodeling,regulation of transcription,viral genome replication
ENSG00000087510,TFAP2C,dna-binding transcription factor activity,rna polymerase ii cis-regulatory region sequence-specific dna binding,transcriptional regulation,negative regulation of gene expression,positive regulation of transcription by rna polymerase ii,cell-cell signaling
ENSG00000186153,WWOX,ww domain-containing oxidoreductase activity,transcription coactivator activity,regulation of apoptosis,wnt signaling pathway regulation,extrinsic apoptotic signaling pathway,intrinsic apoptotic signaling pathway
ENSG00000008196,TFAP2B,transcription factor activity,dna-binding,neuron apoptotic process,cell proliferation,tumor suppressor role,developmental regulation
ENSG00000127337,YEATS4,double-strand break repair via homologous recombination,chromatin remodeling,regulation of transcription by rna polymerase ii,lysine-acetylated histone binding,histone binding,genomic stability
ENSG00000091831,ESR1,estrogen receptor activity,dna-binding transcription factor activity,steroid hormone signaling pathway,epithelial cell development,positive regulation of gene expression,negative regulation of gene expression
ENSG00000156802,ATAD2,chromatin remodeling,nucleosome assembly,transcription initiation,dna-templated transcription,chromatin looping,histone binding
ENSG00000112715,VEGFA,vascular endothelial growth factor receptor binding,angiogenesis,cell proliferation,chemoattractant activity,tumor cell survival,endothelial cell migration
ENSG00000163235,TGFA,growth factor activity,epidermal growth factor receptor binding,positive regulation of cell division,signal transduction,angiogenesis,egfr signaling pathway activation
ENSG00000124762,CDKN1A,cell cycle arrest at g1/s transition,dna damage response,regulation of cyclin-dependent kinase activity,apoptosis induction,senescence promotion,negative regulation of cell proliferation
ENSG00000159216,RUNX1,transcription factor activity,dna binding,hematopoiesis,angiogenesis regulation,cell differentiation,developmental process regulation
ENSG00000078900,TP73,transcription factor activity,dna binding,apoptosis regulation,cell cycle control,dna damage response,tumor suppression.
ENSG00000179588,ZFPM1,transcriptional repression,cell differentiation,immune system modulation,hematopoiesis,epithelial cell function,nucleus localization
ENSG00000102145,GATA1,transcriptional regulation,dna-binding activity,hematopoiesis,cell differentiation,oncogenic pathway dysregulation,none
ENSG00000143387,CTSK,cysteine-type endopeptidase activity,collagen binding,collagen catabolic process,positive regulation of apoptotic signaling pathway,extracellular matrix disassembly,cellular response to tumor necrosis factor
ENSG00000197641,SERPINB13,serine-type endopeptidase inhibitor activity,protease binding,negative regulation of proteolysis,extracellular space localization,regulation of apoptosis,response to uv
ENSG00000110092,CCND1,cyclin-dependent protein serine/threonine kinase activator activity,g1/s transition of mitotic cell cycle,regulation of cell cycle,positive regulation of g2/m transition of mitotic cell cycle,protein binding,transcription corepressor activity
ENSG00000135446,CDK4,cyclin-dependent protein serine/threonine kinase activity,positive regulation of g1/s transition,g2/m transition of mitotic cell cycle,protein phosphorylation,regulation of gene expression,cellular response to phorbol 13-acetate 12-myristate
ENSG00000173153,ESRRA,nuclear receptor activity,dna binding,estrogen response element binding,regulation of transcription by rna polymerase ii,macromolecule biosynthetic process,chromatin
ENSG00000109819,PPARGC1A,transcription coactivator activity,nuclear receptor binding,cellular respiration,fatty acid oxidation,gluconeogenesis,circadian regulation of gene expression
ENSG00000122691,TWIST1,dna-binding transcription factor activity,transcriptional regulation,developmental processes,angiogenesis,cell migration,tumor progression
ENSG00000124813,RUNX2,dna-binding transcription factor activity,regulation of gene expression,cell differentiation,positive regulation of cell population proliferation,epithelial cell proliferation,bone mineralization
ENSG00000109705,NKX3-2,dna-binding transcription repressor activity,sequence-specific double-stranded dna binding,negative regulation of apoptotic process,skeletal system development,pancreas development,embryonic skeletal system development
ENSG00000120149,MSX2,dna-binding transcription factor activity,transcription cis-regulatory region sequence-specific dna binding,regulation of transcription by rna polymerase ii,skeletal development,embryonic morphogenesis,cell differentiation
ENSG00000141646,SMAD4,transforming growth factor beta signaling,dna binding transcription factor activity,negative regulation of cell growth,epithelial to mesenchymal transition,transcriptional regulation,tumor suppressor function
ENSG00000170365,SMAD1,tgf-beta signaling pathway,gene expression regulation,cell differentiation,apoptosis,tumorigenesis,bone development
ENSG00000020633,RUNX3,transcription corepressor binding,dna-binding transcription factor activity,negative regulation of cell cycle,positive regulation of dna-templated transcription,sequence-specific double-stranded dna binding,protein phosphorylation
ENSG00000166949,SMAD3,tgf-β signaling,apoptotic signaling pathway,negative regulation of cell growth,dna-binding transcription factor activity,epithelial to mesenchymal transition,cell migration
ENSG00000198176,TFDP1,dna-binding transcription factor activity,transcription regulator complex,positive regulation of dna-templated transcription,anoikis,cell cycle control,protein binding
