ENSG00000089685,BIRC5,apoptosis inhibition,tumor progression,cancer cell survival,iap family member,caspase binding,angiogenesis
ENSG00000113916,BCL6,transcriptional repressor,b-cell development,immune evasion,oncogene,cell cycle control,germinal center
ENSG00000161642,ZNF385A,transcriptional regulation,dna binding,gene expression,cell proliferation,tumor development,none
ENSG00000116017,ARID3A,swi/snf chromatin remodeling,gene regulation,loss-of-function mutations,tumor suppressor,genomic instability,cell cycle dysregulation
ENSG00000165891,E2F7,tumor suppressor,cell cycle regulation,transcription factor,dna damage response,apoptosis,oncogenesis
ENSG00000129173,E2F8,cell cycle regulation,transcription factor,repressor,dna binding,proliferation control,tumorigenesis
ENSG00000116717,GADD45A,dna damage response,cell cycle arrest,apoptosis induction,tumor suppressor,genomic stability,stress response
ENSG00000087586,AURKA,mitotic regulation,centrosome amplification,chromosome segregation,tumor progression,oncogenesis,therapeutic target
ENSG00000132646,PCNA,dna replication,cell proliferation,oncoprotein interaction,tumor growth,dna repair,genomic instability
ENSG00000087088,BAX,apoptosis regulation,pro-apoptotic,mitochondrial outer membrane permeabilization,bcl-2 family,tumor suppression,cell death
ENSG00000175793,SFN,tumor suppressor gene,ubiquitin-ligase,signal transduction pathways,dna repair mechanisms,cell cycle regulation,cell proliferation
ENSG00000145632,PLK2,cell cycle progression,mitotic regulation,tumor proliferation,genomic instability,therapeutic target,kinase activity
ENSG00000173846,PLK3,cell cycle regulation,kinase activity,dna replication,mitosis,oncogenesis,tumor progression
ENSG00000102760,RGCC,transcriptional regulation,chromatin remodeling,gene expression,tumorigenesis,oncogene potential,dna binding
ENSG00000118495,PLAGL1,transcription factor,oncogene activation,tumor growth,metastasis,poor prognosis,therapeutic target
ENSG00000115966,ATF2,transcription factor,ap-1 binding,gene regulation,cell proliferation,tumor progression,dna damage response
ENSG00000177606,JUN,ap-1 complex,oncogene,transcription factor,tumor progression,cell proliferation,gene expression regulation
ENSG00000170345,FOS,ap-1 transcription factor,oncogene,cell proliferation,tumor growth,dimerization,transcriptional regulation
ENSG00000122512,PMS2,dna mismatch repair (mmr),genomic instability,mutation accumulation,tumorigenesis,hereditary cancer syndromes,renal cell carcinoma
ENSG00000076242,MLH1,dna mismatch repair,genomic instability,tumor suppressor,mutation hotspot,hereditary predisposition,cancer development
ENSG00000158169,FANCC,dna interstrand crosslink repair,genomic instability,ubiquitination,fa core complex,dna damage sensitivity,fanconi anemia
ENSG00000134574,DDB2,dna repair,nucleotide excision repair,genomic stability,tumor suppressor,dna damage response,mutation accumulation
ENSG00000057657,PRDM1,transcription factor,cellular differentiation,immune evasion,tumorigenesis,gene regulation,antibody production
ENSG00000135679,MDM2,p53 regulation,negative feedback loop,tumor suppressor,ubiquitination,oncogene amplification,genomic instability
ENSG00000198625,MDM4,p53 pathway,negative regulator,tumor suppressor,oncogene,cell proliferation,apoptosis inhibition
ENSG00000113328,CCNG1,cyclin g1,cell cycle regulation,proliferation,g1/s transition,oncogene,dna replication
ENSG00000064393,HIPK2,transcription regulation,dna damage response,apoptosis,kinase activity,genomic stability,oncogenic potential
ENSG00000127445,PIN1,oncogene,protein folding,cell proliferation,tumorigenesis,signal transduction,ppiase activity
ENSG00000163349,HIPK1,p53 target gene,tumor suppression,apoptosis induction,cell cycle regulation,serine/threonine kinase,dna repair
ENSG00000149136,SSRP1,alternative splicing,pre-mrna processing,spliceosome assembly,rna-binding proteins,protein isoforms,cancer development
ENSG00000092201,SUPT16H,transcriptional regulation,sec complex,rna polymerase ii,gene expression,tumorigenesis,dysregulation
ENSG00000101266,CSNK2A1,casein kinase 2 (ck2),serine/threonine phosphorylation,cell growth,oncogenic processes,tumor progression,dysregulation
ENSG00000070770,CSNK2A2,ck2 activity,cell cycle regulation,protein phosphorylation,tumor progression,cancer development,signal transduction
ENSG00000088325,TPX2,mitotic spindle assembly,chromosome segregation,microtubule polymerization,genomic instability,aneuploidy,tumorigenesis
ENSG00000188976,NOC2L,dna replication,genomic stability,cell cycle control,gene expression regulation,oncogenesis,tumor progression
ENSG00000176749,CDK5R1,cdk5 activity,cell cycle regulation,cancer progression,tumorigenesis,overexpression,kinase activation
ENSG00000164885,CDK5,cell cycle dysregulation,oncogenesis,tumor proliferation,aberrant expression,kinase activity,none
ENSG00000152192,POU4F1,transcription factor,neuronal development,gene regulation,cell differentiation,dysregulation,tumorigenesis
ENSG00000151615,POU4F2,transcription factor,neuronal differentiation,dopaminergic neurons,cancer development,kidney renal papillary cell carcinoma,oct-6
ENSG00000172530,BANP,apoptosis regulation,cell survival,tumorigenesis,cancer cell proliferation,upregulation,therapeutic target
ENSG00000025293,PHF20,histone demethylase,chromatin remodeling,gene expression regulation,dna repair,cell cycle control,oncogenic potential
ENSG00000185513,L3MBTL1,histone methylation,transcriptional repression,chromatin remodeling,oncogenic potential,prognosis marker,gene regulation
ENSG00000238134,EHMT2,histone methyltransferase,oncogene,transcriptional repression,cell proliferation,tumor progression,epigenetic regulation
ENSG00000181090,EHMT1,histone methylation,transcriptional repression,tumor suppressor genes,oncogene expression,epigenetic regulation,dna repair
ENSG00000137203,TFAP2A,transcription factor,cell proliferation,tumor progression,epithelial development,gene regulation,apoptosis
ENSG00000124795,DEK,chromatin remodeling,transcriptional regulation,cell cycle regulation,dna repair,gene expression dysregulation,oncogenic overexpression
ENSG00000087510,TFAP2C,transcription factor,gene overexpression,tumor progression,epithelial cell differentiation,stratified epithelia,cell proliferation
ENSG00000186153,WWOX,ww domain,oxidoreductase domain,apoptosis regulation,dna repair,p53 pathway,tumor suppressor
ENSG00000008196,TFAP2B,transcription factor,dna binding,gene regulation,cellular differentiation,tumorigenesis,papillary growth pattern
ENSG00000127337,YEATS4,chromatin remodeling,transcriptional regulation,histone acetylation,yeats domain,gene expression,oncogene
ENSG00000091831,ESR1,estrogen receptor alpha,erα signaling,tumor growth,cell proliferation,gene transcription,angiogenesis
ENSG00000156802,ATAD2,atad2 protein,dna replication,dna repair,chromatin remodeling,cell cycle progression,oncogenic role
ENSG00000112715,VEGFA,angiogenesis,tumor growth,vascularization,pro-tumorigenic signaling,therapeutic target,vegfr2 activation
ENSG00000163235,TGFA,egfr signaling,oncogenic activity,cell proliferation,angiogenesis,tumor microenvironment modulation,none
ENSG00000124762,CDKN1A,cell cycle arrest,tumor suppressor,inhibitor of cdk,genomic stability,p21 protein,downregulation
ENSG00000159216,RUNX1,tumor suppressor function,transcription factor,gene regulation,hematopoiesis,leukemias,loss-of-function mutations
ENSG00000078900,TP73,tumor suppressor,dna repair,apoptosis,cell cycle regulation,cancer context-dependent,genomic instability
ENSG00000179588,ZFPM1,transcription factor,dna binding,gene regulation,tumorigenesis,cellular differentiation,apoptosis
ENSG00000102145,GATA1,transcription factor,hematopoiesis,developmental processes,angiogenesis,tumorigenesis,epithelial-mesenchymal transition (emt)
ENSG00000143387,CTSK,cathepsin k,cysteine protease,lysosomal enzyme,bone resorption,tumor progression,metastasis
ENSG00000197641,SERPINB13,serpin family,protease inhibition,cell proliferation,tissue remodeling,tumor development,gene expression alteration
ENSG00000110092,CCND1,cyclin d1 overexpression,cell cycle dysregulation,g1-s phase transition,cdk4/6 activation,oncogenic driver,uncontrolled proliferation
ENSG00000135446,CDK4,cell cycle regulation,g1/s transition,cyclin d complex,kinase activity,tumorigenesis,amplification
ENSG00000173153,ESRRA,nuclear receptor transcription factor,metabolic regulation,mitochondrial biogenesis,energy production,orphan receptor,transcriptional regulation
ENSG00000109819,PPARGC1A,metabolic reprogramming,mitochondrial biogenesis,oxidative stress resistance,transcriptional regulation,angiogenesis,cancer progression
ENSG00000122691,TWIST1,emt induction,transcriptional regulation,cancer progression,metastasis,cell proliferation,tumorigenesis
ENSG00000124813,RUNX2,runx2 overexpression,tumor progression,metastasis,transcription factor,bone formation,oncogenic role
ENSG00000109705,NKX3-2,transcription factor,tumor suppressor,homeobox protein,gene expression regulation,cell differentiation,embryonic development
ENSG00000120149,MSX2,transcription factor regulation,homeobox domain,developmental processes,tumorigenesis,cellular proliferation,gene expression
ENSG00000141646,SMAD4,tgf-β signaling,tumor suppression,mutations,cancer progression,downstream mediator,transcription regulation
ENSG00000170365,SMAD1,tgf-β signaling,smad protein,phosphorylation,gene regulation,tumor development,cell proliferation
ENSG00000020633,RUNX3,tumor suppressor,transcription factor,cell differentiation,apoptosis,oncogenic pathways,tumor progression
ENSG00000166949,SMAD3,tgf-β signaling,tumor suppressor,epithelial-to-mesenchymal transition (emt),pro-tumorigenic role,angiogenesis,metastasis
ENSG00000198176,TFDP1,cell cycle regulation,dna replication,transcription factor complex,oncogenesis,tumorigenesis,gene expression
ENSG00000169016,E2F6,tumor suppressor,cell cycle regulation,g1/s transition inhibition,apoptosis induction,differentiation control,transcriptional repression
ENSG00000114126,TFDP2,e2f complex formation,dna replication,cell cycle regulation,transcriptional activation,oncogenic potential,tumorigenesis
ENSG00000174197,MGA,transcription factor,bhlh family,myogenesis,muscle cell differentiation,tissue-specific expression,oncogenic potential
ENSG00000125952,MAX,transcription factor,gene expression regulation,cell proliferation,tumorigenesis,heterodimer formation,myc network
ENSG00000213246,SUPT4H1,rna polymerase ii transcription,gene expression regulation,transcription elongation,chromatin remodeling,cancer development,none
ENSG00000196235,SUPT5H,transcription regulation,rna polymerase ii,pre-mrna processing,super elongation complex (sec),oncogenesis,cell proliferation
ENSG00000103363,ELOB,lipid metabolism,fatty acid elongation,vlcfas,membrane structure,tumor development,cellular processes
ENSG00000154582,ELOC,immune response,pathogen recognition,innate immunity,pamp binding,inflammatory signaling,immune regulation
ENSG00000125651,GTF2F1,transcriptional regulation,gene expression,rna polymerase ii,tumorigenesis,pre-initiation complex,none
ENSG00000188342,GTF2F2,transcriptional regulation,gene expression,oncogene,tumor suppressor gene,pre-initiation complex,rna polymerase ii
ENSG00000114503,NCBP2,mrna processing,5' cap binding,transcriptional regulation,mrna stability,oncogenic consequences,dysregulation
ENSG00000136937,NCBP1,ribosome biogenesis,cell cycle regulation,dna repair,tumorigenesis,cell proliferation,oncogenic potential
ENSG00000224748,TAP1,mhc i antigen presentation,immune evasion,tumor escape,antigen processing,peptide transport,ctl recognition
ENSG00000223481,TAP2,antigen presentation,mhc class i,immune evasion,tumor surveillance,transmembrane protein,peptide transport
ENSG00000166126,AMN,fatty acid metabolism,mitochondrial function,tumor growth,metastasis,metabolic reprogramming,energy production
ENSG00000107611,CUBN,cubn expression,renal proximal tubule function,protein reabsorption,ligand binding,endocytosis,tumor progression
ENSG00000146085,MMUT,dna damage repair,fanconi anemia pathway,genomic instability,tumorigenesis,interstrand crosslinks,genetic predisposition
ENSG00000151611,MMAA,metabolism,urinary tract infections,methenamine,antiseptic,enzyme function,none
ENSG00000117560,FASLG,apoptosis induction,immune evasion,tumor microenvironment,fas receptor interaction,cell death signaling,immunosuppression
ENSG00000026103,FAS,apoptosis,death-inducing signaling complex (disc),tumor evasion,cell death regulation,immune checkpoint,cancer susceptibility
ENSG00000156735,BAG4,tumor progression,metastasis,overexpression,cell survival,immune evasion,apoptosis regulation
ENSG00000067182,TNFRSF1A,tnfrsf1a,tnf-α signaling,tumor necrosis factor,cell survival,apoptosis regulation,inflammation response
ENSG00000230108,TNF,tnf signaling,cytokine,inflammation,apoptosis induction,tumor microenvironment,immune response
ENSG00000106052,TAX1BP1,oncogene,cell cycle regulation,immune response,protein-protein interactions,viral replication,htlv-1
ENSG00000118503,TNFAIP3,nf-κb pathway,tumor suppressor,inflammation,immune response,traf6 interaction,ikkγ binding
ENSG00000104689,TNFRSF10A,apoptosis induction,trail signaling,tumor cell death,tumor suppressor,death receptor,anti-tumor activity
ENSG00000173530,TNFRSF10D,apoptosis evasion,trail receptor,tumor necrosis factor superfamily,caspase activation,programmed cell death,immune response
ENSG00000120889,TNFRSF10B,apoptosis,trail receptor,tumor necrosis factor (tnf),cancer development,resistance to apoptosis,programmed cell death
ENSG00000134259,NGF,tumorigenesis,neurotrophin,growth factor,cell proliferation,receptor signaling,angiogenesis
ENSG00000064300,NGFR,tumor progression,cell proliferation,survival signaling,angiogenesis,immune evasion,ngf receptor activation
ENSG00000184216,IRAK1,inflammation-driven tumor growth,innate immunity,immune evasion,pro-inflammatory cytokine production,tlr signaling,il-1r signaling
ENSG00000172936,MYD88,myd88 mutations,nf-κb pathway activation,immune dysregulation,oncogenic signaling,constitutive activation,tumor development
ENSG00000109320,NFKB1,nf-κb pathway,transcription factor,inflammation,cell survival,oncogenesis,tumor progression
ENSG00000173039,RELA,nf-κb activation,oncogenesis,tumor survival,inflammation,cell proliferation,transcription factor
ENSG00000119048,UBE2B,ubiquitin-proteasome system,protein degradation,cell cycle regulation,oncogenesis,immune evasion,protein turnover
ENSG00000070950,RAD18,dna damage response,nucleotide excision repair,genomic instability,tumorigenesis,rad18 function,dna repair
ENSG00000114742,WDR48,wd repeat domain,protein-protein interactions,cell cycle regulation,dna replication,tumorigenesis,mrna processing
ENSG00000162607,USP1,deubiquitinase activity,oncoprotein stabilization,tumor progression,pi3k/akt pathway,prognosis marker,kirp
ENSG00000009413,REV3L,translesion synthesis (tls),dna polymerase ζ,genomic instability,mutation rate,oncogenic mutations,tumorigenesis
ENSG00000116670,MAD2L2,mitotic checkpoint,chromosomal segregation,genomic instability,aneuploidy,cell cycle regulation,tumorigenesis
ENSG00000163743,RCHY1,protein function,cell growth regulation,cancer association,intracellular transport,signaling pathway,gene expression
ENSG00000170734,POLH,translesion synthesis (tls),dna damage repair,error-prone replication,uv-induced damage,tumorigenesis,genome instability
ENSG00000121060,TRIM25,antiviral response,ubiquitination,immune signaling,rig-i pathway,e3 ligase activity,cell cycle regulation
ENSG00000156587,UBE2L6,ubiquitin-proteasome system,protein degradation,cell cycle regulation,tumorigenesis,e2 enzyme,cancer development
ENSG00000182179,UBA7,ubiquitination pathway,protein degradation,cellular homeostasis,tumorigenesis,oncogenic processes,immune evasion
ENSG00000187608,ISG15,isgylation,immune response,antiviral defense,apoptosis induction,tumor suppression,oncogenesis
ENSG00000184900,SUMO3,sumoylation,protein modification,tumorigenesis,cell cycle regulation,dna repair,apoptosis
ENSG00000131944,FAAP24,dna repair,homologous recombination,genomic stability,fa complex,tumor suppressor,dna damage response
ENSG00000187790,FANCM,dna repair,fanconi anemia pathway,genomic instability,interstrand crosslinks (icls),tumorigenesis,chromosomal aberrations
ENSG00000169689,CENPX,chromosomal instability,kinetochore assembly,centromere function,mitotic errors,genomic instability,cell division
