ENSG00000127928,GNGT1,phototransduction,signal transduction,hypoxia response,apoptosis,g-protein coupled receptor signaling,protein binding
ENSG00000198515,CNGA1,cyclic nucleotide-gated channel activity,camp binding,calcium ion channel activity,sodium ion transport,visual perception,cellular excitability
ENSG00000070729,CNGB1,cyclic nucleotide-gated ion channel activity,phototransduction,olfactory signal transduction,sodium ion transport,calcium ion transport,plasma membrane localization
ENSG00000257365,FNTB,protein farnesyltransferase activity,protein binding,prenyltransferase activity,lipid metabolic process,cytosol localization,microtubule associated complex
ENSG00000168522,FNTA,prenylation,caax-protein geranylgeranyltransferase activity,receptor tyrosine kinase binding,microtubule binding,transforming growth factor beta receptor signaling pathway,cell signaling
ENSG00000113522,RAD50,dna repair,double-strand break repair,telomere maintenance,atp binding,protein binding,dna binding
ENSG00000020922,MRE11,dna double-strand break repair via homologous recombination,dna double-strand break repair via nonhomologous end joining,chromosome organization,nuclease activity,dna binding,telomere maintenance via telomerase
ENSG00000182481,KPNA2,nuclear localization sequence binding,protein transport,dna metabolic process,viral genome import,positive regulation of type i interferon production,cytoplasm localization
ENSG00000104320,NBN,dna double-strand break repair,homologous recombination,non-homologous end joining,dna damage response,mitotic g2 dna damage checkpoint signaling,telomere maintenance
ENSG00000172977,KAT5,histone acetylation,dna repair,cell cycle regulation,transcriptional control,signal transduction by p53,cellular response to glucose stimulus
ENSG00000149311,ATM,dna damage repair,cell cycle regulation,apoptosis,homologous recombination,tumor suppression,genomic stability
ENSG00000009954,BAZ1B,chromatin remodeling,histone acetylation,transcription regulation,dna damage response,chromatin binding,nucleus localization
ENSG00000153147,SMARCA5,chromatin remodeling,dna repair,transcriptional regulation,heterochromatin formation,nucleosome binding,atp-dependent activity
ENSG00000103275,UBE2I,sumo conjugating enzyme activity,protein modification process,transcription regulation,nucleus localization,cell cycle regulation,dna repair
ENSG00000116030,SUMO1,protein sumoylation,dna repair,negative regulation of transcription factor activity,protein stability,cellular response to stress,regulation of protein localization
ENSG00000169139,UBE2V2,dna double-strand break processing,protein k63-linked ubiquitination,positive regulation of double-strand break repair,ubiquitin conjugating enzyme complex,nucleoplasm,protein binding
ENSG00000177889,UBE2N,ubiquitin conjugating enzyme activity,protein k63-linked ubiquitination,dna repair,immune response regulation,nf-κb signaling,antiviral innate immune response
ENSG00000138376,BARD1,ubiquitin ligase activity,dna repair,homologous recombination,cell cycle regulation,transcriptional control,tumor suppressor function
ENSG00000012048,BRCA1,dna repair,homologous recombination,cell cycle control,apoptosis,transcription regulation,protein binding
ENSG00000188612,SUMO2,sumo transferase activity,protein sumoylation,positive regulation of transcription by rna polymerase ii,ubiquitin-protein ligase binding,protein binding,transcriptional regulation
ENSG00000225589,MDC1,dna damage response,histone reader activity,chromatin-protein adaptor activity,double-strand break repair,mitotic intra-s checkpoint signaling,protein binding
ENSG00000128731,HERC2,dna repair,notch signaling pathway regulation,ubiquitin-protein ligase activity,protein degradation,intracellular protein transport,sumo binding
ENSG00000164053,ATRIP,dna damage checkpoint signaling,double-strand break repair,regulation of double-strand break repair,protein binding,nucleobase-containing compound metabolic process,atrip-atr complex formation
ENSG00000175054,ATR,dna damage response,double-strand break repair,histone kinase activity,cell cycle checkpoint activation,protein phosphorylation,chromatin remodeling
ENSG00000111602,TIMELESS,dna replication checkpoint signaling,dna repair,dna damage response,circadian rhythm,cell cycle phase transition,homologous recombination
ENSG00000075131,TIPIN,dna replication checkpoint signaling,mitotic intra-s dna damage checkpoint signaling,dna damage response,cell cycle phase transition,replication fork processing,dna binding
ENSG00000163605,PPP4R2,protein phosphatase regulator activity,chromatin,double-strand break repair via homologous recombination,regulation of double-strand break repair,protein binding,nucleus
ENSG00000149923,PPP4C,double-strand break repair,homologous recombination,chromatin remodeling,transcriptional regulation,protein phosphatase activity,rna polymerase ii ctd phosphatase activity
ENSG00000108384,RAD51C,dna double-strand break repair via homologous recombination,sister chromatid cohesion,homologous recombination,meiotic recombination,dna binding,protein binding
ENSG00000126215,XRCC3,dna repair,double-strand break repair,homologous recombination,telomere maintenance,mitotic cell cycle,dna damage response
ENSG00000197774,EME2,dna double-strand break repair,crossover junction dna endonuclease activity,replication fork processing,meiotic recombination intermediates resolution,holliday junction resolvase complex,endodeoxyribonuclease complex
ENSG00000172732,MUS81,dna endonuclease activity,double-strand break repair,holliday junction resolvase complex,mitotic intra-s dna damage checkpoint signaling,break-induced replication,resolution of meiotic recombination intermediates
ENSG00000154920,EME1,dna recombination,holliday junction resolution,dna repair,intra-s dna damage checkpoint,chromatin,nuclear replication fork
ENSG00000139618,BRCA2,dna double-strand break repair,homologous recombination,dna binding,single-stranded dna binding,chromosomal organization,oocyte maturation
ENSG00000051180,RAD51,atp-dependent dna damage sensor activity,dna strand invasion,homologous recombination,dna repair,double-strand break repair,telomere maintenance
ENSG00000175595,ERCC4,dna endonuclease activity,nucleotide excision repair,telomere maintenance,uv protection,double-strand break repair,cellular response to uv
ENSG00000012061,ERCC1,dna repair,nucleotide excision repair (ner),oxidative stress response,telomere maintenance,genomic instability,chemotherapy resistance
ENSG00000073050,XRCC1,dna repair,single-strand break repair,non-homologous end joining,oxidized dna binding,response to hypoxia,nucleus localization
ENSG00000005156,LIG3,dna ligase activity,double-strand break repair,homologous recombination,v(d)j recombination,lagging strand elongation,dna replication
ENSG00000196419,XRCC6,dna binding,double-strand dna binding,nhej,telomere maintenance,dna repair,genotoxic stress response
ENSG00000079246,XRCC5,dna double-strand break repair,non-homologous end joining (nhej),telomere maintenance,dna binding,protein complex formation,cellular response to dna damage
ENSG00000152422,XRCC4,dna ligase activity,double-strand break repair,non-homologous end joining,protein binding,cellular response to stress,dna recombination
ENSG00000174405,LIG4,dna ligase activity,double-strand break repair,non-homologous end joining,chromosomal instability,genotoxic stress response,nucleus localization
ENSG00000049860,HEXB,lysosomal degradation,glycosaminoglycan metabolism,glycosphingolipid metabolism,substrate accumulation,lysosomal storage disorder,neurodegeneration
ENSG00000213614,HEXA,lysosomal degradation,glycosphingolipid metabolism,ganglioside catabolism,hydrolase activity,lipid metabolic process,carbohydrate derivative metabolic process
ENSG00000151348,EXT2,heparan sulfate proteoglycan biosynthetic process,glycosaminoglycan biosynthetic process,cellular response to fibroblast growth factor stimulus,sulfation,protein glycosylation,regulation of blood pressure
ENSG00000182197,EXT1,heparan sulfate biosynthesis,glycosyltransferase activity,cell adhesion,developmental growth,chondrocyte differentiation,fibroblast growth factor receptor signaling pathway
ENSG00000115904,SOS1,guanyl-nucleotide exchange factor activity,ras protein signal transduction,epidermal growth factor receptor signaling pathway,positive regulation of small gtpase-mediated signal transduction,cytokine-mediated signaling pathway,cellular proliferation
ENSG00000170312,CDK1,cyclin binding,protein kinase activity,g2/m transition of mitotic cell cycle,microtubule cytoskeleton organization,dna replication,histone kinase activity
ENSG00000134057,CCNB1,cyclin-dependent protein serine/threonine kinase activator activity,positive regulation of g2/m transition of mitotic cell cycle,mitotic spindle organization,regulation of mitotic cell cycle spindle assembly checkpoint,positive regulation of cell cycle,protein binding
ENSG00000165494,PCF11,mrna 3'-end processing,rna polymerase ii complex binding,mrna binding,protein binding,co-transcriptional mrna 3'-end processing,cytoplasm localization
ENSG00000172409,CLP1,mrna 3'-end processing,risc complex assembly,rna processing,protein binding,nucleoplasm localization,trna splicing
ENSG00000187079,TEAD1,dna binding,hippo signaling,transcriptional regulation,rna polymerase ii-specific dna binding,positive regulation of cell growth,embryonic organ development
ENSG00000137693,YAP1,gene expression regulation,cell proliferation,organ growth,hippo signaling,interleukin-6 signaling,canonical wnt signaling
ENSG00000074219,TEAD2,dna binding,transcriptional regulation,hippo signaling,cell proliferation,embryonic development,protein interaction
ENSG00000007866,TEAD3,transcriptional co-activator,dna binding,hippo signaling,regulation of transcription,positive regulation of transcription,rna polymerase ii
ENSG00000197905,TEAD4,hippo signaling,dna-binding transcription factor activity,positive regulation of transcription by rna polymerase ii,cell fate specification,trophectodermal cell fate commitment,none
ENSG00000132964,CDK8,protein kinase activity,rna polymerase ii ctd heptapeptide repeat kinase activity,transcriptional regulation,cell cycle control,g1/s transition,mediator complex
ENSG00000112237,CCNC,cyclin-dependent protein serine/threonine kinase regulator activity,positive regulation of transcription by rna polymerase ii,g0 to g1 transition,protein binding,transcriptional regulation,cell cycle progression
ENSG00000101665,SMAD7,negative regulation of tgf-beta signaling,inhibition of smad protein signal transduction,regulation of cell differentiation,epithelial to mesenchymal transition,apoptosis,cellular response to transforming growth factor beta stimulus
ENSG00000157450,RNF111,e3 ubiquitin ligase activity,protein ubiquitination,dna repair,tgf-β signaling,ubiquitin-dependent protein catabolic process,tumor progression
ENSG00000284792,PTEN,phosphatase activity,pi3k/akt pathway inhibition,negative regulation of cell cycle,tumor suppressor function,lipid binding,protein binding
ENSG00000141510,TP53,dna binding,transcription factor activity,cell cycle regulation,apoptosis induction,mdm2 binding,tumor suppressor function
ENSG00000165699,TSC1,negative regulation of macroautophagy,regulation of cell cycle,protein binding,mtor signaling,cell growth,protein folding chaperone
ENSG00000103197,TSC2,mtor pathway regulation,gtpase activator activity,insulin-like growth factor receptor signaling,wnt signaling,lysosomal localization,cell growth regulation
ENSG00000284194,SCO2,mitochondrial respiratory chain complex iv assembly,copper ion homeostasis,respiratory electron transport chain,cellular respiration,protein-disulfide reductase activity,muscle system process
ENSG00000048392,RRM2B,ribonucleotide reductase activity,positive regulation of g2/m transition of mitotic cell cycle,dna repair,oxidative stress response,protein binding,response to dna damage
ENSG00000135423,GLS2,glutaminase activity,glutamate biosynthetic process,glutamine catabolic process,amino acid metabolic process,regulation of apoptotic process,mitochondrial localization
ENSG00000146674,IGFBP3,insulin-like growth factor binding,negative regulation of cell proliferation,apoptotic process,mapk cascade,extracellular matrix interaction,signal transduction regulation
ENSG00000141682,PMAIP1,cytochrome c release,intrinsic apoptotic signaling pathway,dna damage response,p53 interaction,tumor suppressor function,apoptosis regulation
ENSG00000015475,BID,mitochondrial outer membrane permeabilization,cytochrome c release,apoptosis signaling pathway,dna damage response,regulation of cell proliferation,none
ENSG00000120471,TP53AIP1,p53-regulated apoptosis-inducing protein 1,apoptotic process,mitochondrial matrix localization,interaction with tp53,tumor suppressor function,resistance to apoptosis
ENSG00000197050,ZNF420,transcriptional repression,dna-binding transcription factor activity,rna polymerase ii cis-regulatory region sequence-specific dna binding,regulation of dna-templated transcription,metal ion binding,protein binding
ENSG00000115107,STEAP3,iron ion transport,protein secretion,copper ion import,ferric-chelate reductase activity,cupric reductase activity,tumor progression
ENSG00000104765,BNIP3L,mitochondrial membrane potential regulation,mitophagy,apoptotic process modulation,hypoxia response,cellular stress response,protein-protein interactions
ENSG00000170855,TRIAP1,tp53 binding,apoptotic process,dna damage response,negative regulation of apoptotic process,phosphatidic acid transfer activity,cellular response to uv
ENSG00000042286,AIFM2,ferroptosis suppression,lipid peroxidation prevention,coenzyme q10 reduction,mitochondrial function,oxidative stress response,anti-apoptotic activity
ENSG00000164938,TP53INP1,protein binding,regulation of cell cycle,apoptotic process,autophagy,cellular response to stress,tumor suppressor activity
ENSG00000120868,APAF1,apoptotic signaling pathway,intrinsic apoptotic signaling pathway,caspase activation,cysteine-type endopeptidase activator activity,cellular response to stress,apoptosome complex formation
ENSG00000177595,PIDD1,apoptosis,extrinsic apoptotic signaling pathway,death receptor binding,dna damage response,nf-κb transcription factor activity,protein autoprocessing
ENSG00000169372,CRADD,protein-macromolecule adaptor activity,death domain binding,extrinsic apoptotic signaling pathway,positive regulation of apoptotic process,apoptotic process,signal transduction by p53 class mediator
ENSG00000091106,NLRC4,inflammasome complex,caspase binding,positive regulation of il-1β production,apoptotic process,pattern recognition receptor signaling pathway,inflammatory response
ENSG00000138794,CASP6,cysteine protease activity,apoptosis regulation,intrinsic apoptotic signaling pathway,positive regulation of apoptosis,protein autoprocessing,cellular response to stress
ENSG00000003400,CASP10,cysteine-type endopeptidase activity,apoptosis regulation,protein maturation,extrinsic apoptotic signaling pathway via death domain receptors,ubiquitin protein ligase binding,death effector domain binding
ENSG00000104419,NDRG1,negative regulation of cell population proliferation,dna damage response,signal transduction by p53 class mediator,microtubule binding,centrosome localization,protein binding
ENSG00000281449,BCL2L14,apoptotic process regulation,protein binding,endomembrane system localization,cytoplasmic localization,membrane localization,protein kinase binding
ENSG00000089685,BIRC5,spindle assembly,chromosome segregation,microtubule binding,cytokinesis,negative regulation of apoptosis,anti-apoptotic activity
ENSG00000113916,BCL6,negative regulation of cell growth,b cell proliferation,immune system process,transcriptional repression,lymphocyte differentiation,cell cycle control
ENSG00000161642,ZNF385A,dna binding,p53 interaction,dna damage response,apoptosis regulation,transcriptional regulation,cell proliferation.
ENSG00000116017,ARID3A,chromatin binding,dna binding,transcription coregulator activity,regulation of transcription by rna polymerase ii,positive regulation of transcription by rna polymerase ii,nucleoplasm localization
ENSG00000165891,E2F7,transcription factor e2f7,dna-binding transcription repressor activity,negative regulation of cell population proliferation,regulation of dna-templated transcription,dna damage response,signal transduction by p53 class mediator resulting in cell cycle arrest
ENSG00000129173,E2F8,dna-binding transcription factor activity,transcriptional activation,transcriptional repression,cell cycle regulation,angiogenesis,dna endoreduplication
ENSG00000116717,GADD45A,dna damage response,cell cycle arrest,kinase modulation (p38mapk,jnk),apoptosis regulation,angiogenesis regulation
ENSG00000087586,AURKA,histone kinase activity,microtubule cytoskeleton organization,spindle assembly,cell division,positive regulation of mitotic nuclear division,protein phosphorylation
ENSG00000132646,PCNA,dna replication,dna repair,processivity factor activity,chromatin binding,protein-containing complex binding,dna polymerase binding
ENSG00000087088,BAX,apoptotic signaling pathway,mitochondrial outer membrane permeabilization,cytochrome c release,intrinsic apoptosis,programmed cell death regulation,cancer cell survival
ENSG00000175793,SFN,protein kinase binding,apoptotic signaling,cell cycle regulation,signal transduction,phosphorylation-dependent protein interactions,negative regulation of protein kinase activity
ENSG00000145632,PLK2,protein kinase activity,mitotic cell cycle,dna damage response,centrosome duplication,chromosome segregation,apoptotic regulation
ENSG00000173846,PLK3,protein serine/threonine kinase activity,p53 binding,regulation of cell cycle process,mitotic g1/s transition checkpoint signaling,dna damage response,apoptotic process
ENSG00000102760,RGCC,r-smad binding,protein kinase activator activity,regulation of cell cycle,positive regulation of dna-binding transcription factor activity,negative regulation of angiogenesis,cytokine production regulation
ENSG00000118495,PLAGL1,transcriptional regulation,dna binding,cell cycle regulation,apoptosis,rna polymerase ii interaction,cancer development
ENSG00000115966,ATF2,histone acetyltransferase activity,dna-binding transcription factor activity,camp response element binding,rna polymerase ii cis-regulatory region sequence-specific dna binding,cellular response to virus,dna damage response
ENSG00000177606,JUN,dna-binding transcription factor activity,transcription cis-regulatory region binding,positive regulation of transcription by rna polymerase ii,negative regulation of dna-templated transcription,response to stress,cellular proliferation
ENSG00000170345,FOS,dna-binding transcription factor activity,transcription cis-regulatory region binding,response to growth factors,cellular response to stress,smad protein signal transduction,regulation of gene expression
ENSG00000122512,PMS2,mismatch repair,dna repair,endonuclease activity,atp-dependent h3-h4 histone complex chaperone activity,chromatin looping,chromatin remodeling
ENSG00000076242,MLH1,dna mismatch repair,mismatched dna binding,atp-dependent dna damage sensor activity,intrinsic apoptotic signaling pathway in response to dna damage,double-strand break repair via nonhomologous end joining,mutsalpha complex binding
ENSG00000158169,FANCC,dna repair,interstrand cross-link repair,nucleotide excision repair,protein-containing complex assembly,cellular response to oxidative stress,genomic instability
ENSG00000134574,DDB2,dna binding,damaged dna binding,protein ubiquitination,nucleotide-excision repair,uv-damage excision repair,cul4b-ring e3 ubiquitin ligase complex
ENSG00000057657,PRDM1,transcriptional repression,histone modification,tumor suppressor gene silencing,oncogene activation,immune evasion,developmental regulation
ENSG00000135679,MDM2,p53 binding,ubiquitin protein ligase activity,regulation of cell cycle,negative regulation of dna damage response,dna damage response,protein polyubiquitination
ENSG00000198625,MDM4,ubiquitin-protein transferase activity,transcription repressor complex,negative regulation of protein catabolic process,protein binding,nucleoplasm,dna damage response
ENSG00000113328,CCNG1,cyclin-dependent protein serine/threonine kinase regulator activity,g1/s transition of mitotic cell cycle,mitotic g2 dna damage checkpoint signaling,negative regulation of apoptotic process,cell division,protein binding
ENSG00000064393,HIPK2,histone kinase activity,dna damage response,apoptosis induction,cell cycle regulation,transcriptional modulation,tumor suppression
ENSG00000127445,PIN1,peptidyl-prolyl cis-trans isomerase activity,protein binding,regulation of protein stability,positive regulation of canonical wnt signaling pathway,negative regulation of transforming growth factor beta receptor signaling pathway,cytoskeletal motor activity
ENSG00000163349,HIPK1,protein serine kinase activity,histone h3s57 kinase activity,dna-dependent protein kinase activity,positive regulation of cell population proliferation,regulation of tumor necrosis factor-mediated signaling pathway,extrinsic apoptotic signaling pathway
ENSG00000149136,SSRP1,nucleosome binding,dna binding,chromatin binding,nucleosome assembly,dna replication,regulation of chromatin organization
ENSG00000092201,SUPT16H,nucleosome binding,transcription elongation by rna polymerase ii,dna repair,protein binding,rna binding,positive regulation of dna-templated transcription
ENSG00000101266,CSNK2A1,histone kinase activity,wnt signaling pathway regulation,cell cycle control,dna damage response,apoptosis inhibition,protein phosphorylation
ENSG00000070770,CSNK2A2,histone kinase activity,dna damage response,cell cycle regulation,negative regulation of apoptosis,chromatin remodeling,wnt signaling pathway
ENSG00000088325,TPX2,microtubule nucleation,spindle assembly,chromosome segregation,protein kinase binding,importin-alpha family protein binding,mitotic cell cycle
ENSG00000188976,NOC2L,nucleosome binding,rna binding,protein binding,negative regulation of intrinsic apoptotic signaling pathway,ribosomal large subunit biogenesis,transcription corepressor activity
ENSG00000176749,CDK5R1,cyclin-dependent kinase activator activity,microtubule cytoskeleton organization,neuron migration,synapse formation,cell cycle regulation,protein binding
ENSG00000164885,CDK5,cyclin-dependent protein serine/threonine kinase activity,neuron apoptotic process,synaptic vesicle endocytosis,actin cytoskeleton organization,microtubule cytoskeleton organization,none
ENSG00000152192,POU4F1,dna-binding transcription factor activity,rna polymerase ii-specific dna binding,positive/negative regulation of transcription,neuron differentiation,regulation of cell cycle,neuron apoptotic process
ENSG00000151615,POU4F2,dna-binding transcription factor activity,estrogen receptor signaling pathway,axon guidance,retinal ganglion cell development,cellular differentiation,apoptotic regulation
ENSG00000172530,BANP,dna binding,protein binding,positive regulation of transcription,chromatin organization,nucleoplasm localization,nuclear body localization
ENSG00000025293,PHF20,regulation of dna-templated transcription,chromatin organization,dna binding,protein binding,nucleoplasm localization,mll1 complex
ENSG00000185513,L3MBTL1,histone methyl-lysine binding,chromatin organization,regulation of dna-templated transcription,heterochromatin formation,methylated histone binding,nucleosome binding
ENSG00000238134,EHMT2,histone methylation,chromatin remodeling,dna replication,gene expression regulation,transcriptional repression,heterochromatin formation
ENSG00000181090,EHMT1,histone h3k9 methylation,chromatin organization,transcriptional repression,heterochromatin formation,p53 binding,epigenetic regulation
ENSG00000137203,TFAP2A,dna-binding transcription factor activity,cell population proliferation,transcriptional regulation,dna sequence binding,negative regulation of gene expression,embryonic development
ENSG00000124795,DEK,dna binding,histone binding,double-strand break repair,transcription regulation,chromatin remodeling,rna polymerase activity
ENSG00000087510,TFAP2C,transcription factor activity,dna-binding,rna polymerase ii regulation,gene expression regulation,cell signaling,cancer development
ENSG00000186153,WWOX,wnt signaling regulation,apoptosis activation (extrinsic),transcription coactivation,oxidoreductase activity,nucleus localization,mitochondrion localization
ENSG00000008196,TFAP2B,transcription factor activity,dna-binding,cell proliferation,apoptosis regulation,glucose metabolism,developmental processes
ENSG00000127337,YEATS4,histone binding,acetylated histone binding,chromatin remodeling,dna repair via homologous recombination,regulation of transcription,cell cycle regulation
ENSG00000091831,ESR1,estrogen response element binding,steroid hormone receptor signaling pathway,dna-binding transcription factor activity,positive regulation of transcription by rna polymerase ii,nuclear estrogen receptor activity,negative regulation of gene expression
ENSG00000156802,ATAD2,atp-dependent h3-h4 histone complex chaperone activity,chromatin extrusion motor activity,nucleosome assembly,transcription initiation-coupled chromatin remodeling,cohesin loader activity,positive regulation of dna-templated transcription
ENSG00000112715,VEGFA,vascular endothelial growth factor receptor binding,positive regulation of vascular endothelial growth factor signaling pathway,cell migration,positive regulation of blood vessel endothelial cell proliferation,angiogenesis,chemoattractant activity
ENSG00000163235,TGFA,egf-like domain-containing protein,egfr signaling pathway,erbb2-egfr signaling pathway,mapk cascade,angiogenesis,cell surface receptor signaling pathway
ENSG00000124762,CDKN1A,cell cycle arrest,dna damage response,p53 signaling,apoptosis induction,senescence,tumor suppression
ENSG00000159216,RUNX1,dna-templated transcription,cell differentiation,angiogenesis,immune system evasion,interleukin-2 production,hematopoiesis
ENSG00000078900,TP73,dna-binding transcription factor activity,transcription cis-regulatory region binding,dna damage response,cell cycle control,apoptosis,p53 binding
ENSG00000179588,ZFPM1,transcriptional repression,dna binding,immune response modulation,cell differentiation,chemokine regulation,tumor development
ENSG00000102145,GATA1,transcription factor binding,dna-binding transcription factor activity,erythrocyte differentiation,cell development,myeloid cell differentiation,positive regulation of transcription by rna polymerase ii
ENSG00000143387,CTSK,cysteine-type endopeptidase activity,collagen catabolic process,extracellular matrix disassembly,lysosomal lumen,apoptotic process,protein binding
ENSG00000197641,SERPINB13,protease binding,cysteine-type endopeptidase inhibitor activity,serine-type endopeptidase inhibitor activity,lysosomal lumen localization,keratinocyte apoptosis regulation,uv response regulation
ENSG00000110092,CCND1,cyclin-dependent protein serine/threonine kinase activator activity,positive regulation of g1/s transition of mitotic cell cycle,g1/s transition of mitotic cell cycle,dna damage response,cell division,mammary gland alveolus development
ENSG00000135446,CDK4,cyclin binding,protein serine/threonine kinase activity,g1/s transition of mitotic cell cycle,positive regulation of cell population proliferation,protein phosphorylation,cell division
ENSG00000173153,ESRRA,estrogen response element binding,steroid hormone receptor signaling pathway,dna-binding transcription factor activity,regulation of transcription by rna polymerase ii,nuclear receptor activity,sequence-specific dna binding
ENSG00000109819,PPARGC1A,transcriptional coactivator activity,nuclear receptor binding,mitochondrial function,circadian regulation,energy homeostasis,metabolic reprogramming
ENSG00000122691,TWIST1,dna-binding transcription factor activity,positive regulation of cell migration,transcription coregulator binding,embryonic cranial skeleton morphogenesis,positive regulation of angiogenesis,regulation of bone mineralization
ENSG00000124813,RUNX2,dna-binding transcription factor activity,transcription cis-regulatory region sequence-specific dna binding,positive regulation of cell population proliferation,regulation of gene expression,bmp signaling pathway,negative regulation of smoothened signaling pathway
ENSG00000109705,NKX3-2,dna-binding transcription factor activity,transcriptional regulation,skeletal system development,pancreas development,negative regulation of apoptotic process,rna polymerase ii cis-regulatory region sequence-specific dna binding
ENSG00000120149,MSX2,dna-binding transcription factor activity,negative regulation of dna-templated transcription,transcription cis-regulatory region sequence-specific dna binding,regulation of transcription by rna polymerase ii,positive regulation of osteoblast differentiation,epithelial to mesenchymal transition involved in endocardial cushion formation
ENSG00000141646,SMAD4,dna-binding transcription factor activity,transforming growth factor beta stimulus response,negative regulation of cell growth,transcriptional regulation,protein homodimerization activity,smad protein signal transduction
ENSG00000170365,SMAD1,signal transduction,gene expression regulation,dna binding,transcriptional activation,transforming growth factor beta signaling pathway,cell differentiation
ENSG00000020633,RUNX3,transcription factor activity,dna binding,cell cycle regulation,immune system development,tumor suppressor function,apoptosis regulation
ENSG00000166949,SMAD3,transforming growth factor beta signaling,transcriptional regulation,cell migration,apoptosis,tumor suppressor function,oncogenic potential
